gene:Zm00001eb000250 gene:Zm00001eb000290
gene:Zm00001eb251720 gene:Zm00001eb251730
gene:Zm00001eb251720 gene:Zm00001eb251740
gene:Zm00001eb251730 gene:Zm00001eb251740
gene:Zm00001eb251730 gene:Zm00001eb251750
gene:Zm00001eb251740 gene:Zm00001eb251750
gene:Zm00001eb251740 gene:Zm00001eb251760
gene:Zm00001eb251750 gene:Zm00001eb251760
gene:Zm00001eb251750 gene:Zm00001eb251770
gene:Zm00001eb251760 gene:Zm00001eb251770
gene:Zm00001eb251760 gene:Zm00001eb251780
gene:Zm00001eb251770 gene:Zm00001eb251780
gene:Zm00001eb251770 gene:Zm00001eb251790
gene:Zm00001eb251780 gene:Zm00001eb251790
gene:Zm00001eb251780 gene:Zm00001eb251800
gene:Zm00001eb251790 gene:Zm00001eb251800
gene:Zm00001eb252200 gene:Zm00001eb252210
gene:Zm00001eb252480 gene:Zm00001eb252490
gene:Zm00001eb252950 gene:Zm00001eb252990
gene:Zm00001eb252970 gene:Zm00001eb253020
gene:Zm00001eb252990 gene:Zm00001eb253000
gene:Zm00001eb252990 gene:Zm00001eb253030
gene:Zm00001eb253000 gene:Zm00001eb253030
gene:Zm00001eb253260 gene:Zm00001eb253270
gene:Zm00001eb253450 gene:Zm00001eb253460
gene:Zm00001eb253750 gene:Zm00001eb253760
gene:Zm00001eb254220 gene:Zm00001eb254240
gene:Zm00001eb254290 gene:Zm00001eb254320
gene:Zm00001eb254630 gene:Zm00001eb254650
gene:Zm00001eb254660 gene:Zm00001eb254680
gene:Zm00001eb254680 gene:Zm00001eb254750
gene:Zm00001eb254710 gene:Zm00001eb254750
gene:Zm00001eb254720 gene:Zm00001eb254760
gene:Zm00001eb254750 gene:Zm00001eb254770
gene:Zm00001eb254760 gene:Zm00001eb254800
gene:Zm00001eb254800 gene:Zm00001eb254840
gene:Zm00001eb254990 gene:Zm00001eb255020
gene:Zm00001eb255390 gene:Zm00001eb255410
gene:Zm00001eb255830 gene:Zm00001eb255840
gene:Zm00001eb256010 gene:Zm00001eb256030
gene:Zm00001eb256780 gene:Zm00001eb256800
gene:Zm00001eb256780 gene:Zm00001eb256840
gene:Zm00001eb256800 gene:Zm00001eb256840
gene:Zm00001eb256810 gene:Zm00001eb256840
gene:Zm00001eb256860 gene:Zm00001eb256870
gene:Zm00001eb256960 gene:Zm00001eb256970
gene:Zm00001eb257290 gene:Zm00001eb257300
gene:Zm00001eb257290 gene:Zm00001eb257310
gene:Zm00001eb257300 gene:Zm00001eb257310
gene:Zm00001eb257370 gene:Zm00001eb257400
gene:Zm00001eb257440 gene:Zm00001eb257490
gene:Zm00001eb258190 gene:Zm00001eb258210
gene:Zm00001eb258580 gene:Zm00001eb258590
gene:Zm00001eb259180 gene:Zm00001eb259190
gene:Zm00001eb259790 gene:Zm00001eb259800
gene:Zm00001eb260140 gene:Zm00001eb260150
gene:Zm00001eb260140 gene:Zm00001eb260160
gene:Zm00001eb260150 gene:Zm00001eb260160
gene:Zm00001eb260280 gene:Zm00001eb260290
gene:Zm00001eb261000 gene:Zm00001eb261030
gene:Zm00001eb261020 gene:Zm00001eb261040
gene:Zm00001eb261030 gene:Zm00001eb261050
gene:Zm00001eb261050 gene:Zm00001eb261070
gene:Zm00001eb261060 gene:Zm00001eb261070
gene:Zm00001eb261060 gene:Zm00001eb261080
gene:Zm00001eb261070 gene:Zm00001eb261080
gene:Zm00001eb261070 gene:Zm00001eb261090
gene:Zm00001eb261080 gene:Zm00001eb261090
gene:Zm00001eb261080 gene:Zm00001eb261110
gene:Zm00001eb261090 gene:Zm00001eb261110
gene:Zm00001eb261440 gene:Zm00001eb261470
gene:Zm00001eb261450 gene:Zm00001eb261460
gene:Zm00001eb261470 gene:Zm00001eb261480
gene:Zm00001eb261470 gene:Zm00001eb261490
gene:Zm00001eb261480 gene:Zm00001eb261490
gene:Zm00001eb261480 gene:Zm00001eb261500
gene:Zm00001eb261490 gene:Zm00001eb261500
gene:Zm00001eb261490 gene:Zm00001eb261510
gene:Zm00001eb261500 gene:Zm00001eb261510
gene:Zm00001eb261570 gene:Zm00001eb261610
gene:Zm00001eb261610 gene:Zm00001eb261660
gene:Zm00001eb261630 gene:Zm00001eb261660
gene:Zm00001eb261640 gene:Zm00001eb261660
gene:Zm00001eb261960 gene:Zm00001eb261970
gene:Zm00001eb261960 gene:Zm00001eb261980
gene:Zm00001eb261970 gene:Zm00001eb261980
gene:Zm00001eb261970 gene:Zm00001eb261990
gene:Zm00001eb261980 gene:Zm00001eb261990
gene:Zm00001eb261980 gene:Zm00001eb262000
gene:Zm00001eb261990 gene:Zm00001eb262000
gene:Zm00001eb261990 gene:Zm00001eb262010
gene:Zm00001eb262000 gene:Zm00001eb262010
gene:Zm00001eb262000 gene:Zm00001eb262020
gene:Zm00001eb262010 gene:Zm00001eb262020
gene:Zm00001eb262010 gene:Zm00001eb262030
gene:Zm00001eb262020 gene:Zm00001eb262030
gene:Zm00001eb262020 gene:Zm00001eb262040
gene:Zm00001eb262030 gene:Zm00001eb262040
gene:Zm00001eb262030 gene:Zm00001eb262050
gene:Zm00001eb262040 gene:Zm00001eb262050
gene:Zm00001eb262040 gene:Zm00001eb262060
gene:Zm00001eb262050 gene:Zm00001eb262060
gene:Zm00001eb262050 gene:Zm00001eb262070
gene:Zm00001eb262060 gene:Zm00001eb262070
gene:Zm00001eb262060 gene:Zm00001eb262080
gene:Zm00001eb262070 gene:Zm00001eb262080
gene:Zm00001eb262070 gene:Zm00001eb262090
gene:Zm00001eb262080 gene:Zm00001eb262090
gene:Zm00001eb262080 gene:Zm00001eb262100
gene:Zm00001eb262090 gene:Zm00001eb262100
gene:Zm00001eb262090 gene:Zm00001eb262120
gene:Zm00001eb262100 gene:Zm00001eb262120
gene:Zm00001eb262100 gene:Zm00001eb262140
gene:Zm00001eb262140 gene:Zm00001eb262150
gene:Zm00001eb262140 gene:Zm00001eb262160
gene:Zm00001eb262150 gene:Zm00001eb262160
gene:Zm00001eb262150 gene:Zm00001eb262170
gene:Zm00001eb262160 gene:Zm00001eb262170
gene:Zm00001eb262160 gene:Zm00001eb262180
gene:Zm00001eb262170 gene:Zm00001eb262180
gene:Zm00001eb262170 gene:Zm00001eb262190
gene:Zm00001eb262180 gene:Zm00001eb262190
gene:Zm00001eb262180 gene:Zm00001eb262200
gene:Zm00001eb262330 gene:Zm00001eb262370
gene:Zm00001eb262370 gene:Zm00001eb262430
gene:Zm00001eb262390 gene:Zm00001eb262400
gene:Zm00001eb262390 gene:Zm00001eb262410
gene:Zm00001eb262410 gene:Zm00001eb262430
gene:Zm00001eb262430 gene:Zm00001eb262440
gene:Zm00001eb262430 gene:Zm00001eb262450
gene:Zm00001eb262440 gene:Zm00001eb262450
gene:Zm00001eb262460 gene:Zm00001eb262520
gene:Zm00001eb263000 gene:Zm00001eb263010
gene:Zm00001eb263160 gene:Zm00001eb263200
gene:Zm00001eb263240 gene:Zm00001eb263270
gene:Zm00001eb263270 gene:Zm00001eb263280
gene:Zm00001eb263270 gene:Zm00001eb263290
gene:Zm00001eb263280 gene:Zm00001eb263320
gene:Zm00001eb263290 gene:Zm00001eb263320
gene:Zm00001eb263300 gene:Zm00001eb263320
gene:Zm00001eb263310 gene:Zm00001eb263320
gene:Zm00001eb263310 gene:Zm00001eb263340
gene:Zm00001eb263320 gene:Zm00001eb263340
gene:Zm00001eb263320 gene:Zm00001eb263360
gene:Zm00001eb263340 gene:Zm00001eb263360
gene:Zm00001eb263360 gene:Zm00001eb263380
gene:Zm00001eb263380 gene:Zm00001eb263390
gene:Zm00001eb263380 gene:Zm00001eb263410
gene:Zm00001eb263390 gene:Zm00001eb263410
gene:Zm00001eb263410 gene:Zm00001eb263430
gene:Zm00001eb263800 gene:Zm00001eb263830
gene:Zm00001eb263860 gene:Zm00001eb263890
gene:Zm00001eb263880 gene:Zm00001eb263910
gene:Zm00001eb264000 gene:Zm00001eb264050
gene:Zm00001eb264080 gene:Zm00001eb264130
gene:Zm00001eb264130 gene:Zm00001eb264150
gene:Zm00001eb264250 gene:Zm00001eb264260
gene:Zm00001eb264320 gene:Zm00001eb264350
gene:Zm00001eb265700 gene:Zm00001eb265730
gene:Zm00001eb265780 gene:Zm00001eb265790
gene:Zm00001eb265810 gene:Zm00001eb265820
gene:Zm00001eb265850 gene:Zm00001eb265880
gene:Zm00001eb265850 gene:Zm00001eb265890
gene:Zm00001eb265880 gene:Zm00001eb265890
gene:Zm00001eb265880 gene:Zm00001eb265900
gene:Zm00001eb265890 gene:Zm00001eb265900
gene:Zm00001eb266100 gene:Zm00001eb266110
gene:Zm00001eb266110 gene:Zm00001eb266160
gene:Zm00001eb266140 gene:Zm00001eb266160
gene:Zm00001eb266230 gene:Zm00001eb266240
gene:Zm00001eb266360 gene:Zm00001eb266370
gene:Zm00001eb266460 gene:Zm00001eb266470
gene:Zm00001eb266650 gene:Zm00001eb266660
gene:Zm00001eb266820 gene:Zm00001eb266840
gene:Zm00001eb266860 gene:Zm00001eb266870
gene:Zm00001eb266920 gene:Zm00001eb266930
gene:Zm00001eb267000 gene:Zm00001eb267010
gene:Zm00001eb267200 gene:Zm00001eb267210
gene:Zm00001eb267200 gene:Zm00001eb267230
gene:Zm00001eb267210 gene:Zm00001eb267230
gene:Zm00001eb267260 gene:Zm00001eb267280
gene:Zm00001eb267320 gene:Zm00001eb267340
gene:Zm00001eb267360 gene:Zm00001eb267370
gene:Zm00001eb268010 gene:Zm00001eb268020
gene:Zm00001eb268050 gene:Zm00001eb268080
gene:Zm00001eb268130 gene:Zm00001eb268170
gene:Zm00001eb268530 gene:Zm00001eb268550
gene:Zm00001eb268540 gene:Zm00001eb268560
gene:Zm00001eb268900 gene:Zm00001eb268910
gene:Zm00001eb269180 gene:Zm00001eb269190
gene:Zm00001eb269910 gene:Zm00001eb269940
gene:Zm00001eb269940 gene:Zm00001eb269950
gene:Zm00001eb269940 gene:Zm00001eb269960
gene:Zm00001eb269950 gene:Zm00001eb269960
gene:Zm00001eb269990 gene:Zm00001eb270000
gene:Zm00001eb269990 gene:Zm00001eb270030
gene:Zm00001eb270000 gene:Zm00001eb270030
gene:Zm00001eb270130 gene:Zm00001eb270150
gene:Zm00001eb270400 gene:Zm00001eb270420
gene:Zm00001eb271120 gene:Zm00001eb271130
gene:Zm00001eb271120 gene:Zm00001eb271160
gene:Zm00001eb271130 gene:Zm00001eb271160
gene:Zm00001eb271330 gene:Zm00001eb271340
gene:Zm00001eb271330 gene:Zm00001eb271360
gene:Zm00001eb271340 gene:Zm00001eb271360
gene:Zm00001eb271350 gene:Zm00001eb271370
gene:Zm00001eb271360 gene:Zm00001eb271380
gene:Zm00001eb271370 gene:Zm00001eb271390
gene:Zm00001eb272050 gene:Zm00001eb272090
gene:Zm00001eb272120 gene:Zm00001eb272130
gene:Zm00001eb273440 gene:Zm00001eb273450
gene:Zm00001eb273570 gene:Zm00001eb273580
gene:Zm00001eb273640 gene:Zm00001eb273650
gene:Zm00001eb273640 gene:Zm00001eb273660
gene:Zm00001eb273650 gene:Zm00001eb273660
gene:Zm00001eb274150 gene:Zm00001eb274160
gene:Zm00001eb274280 gene:Zm00001eb274300
gene:Zm00001eb274300 gene:Zm00001eb274310
gene:Zm00001eb274300 gene:Zm00001eb274320
gene:Zm00001eb274310 gene:Zm00001eb274320
gene:Zm00001eb274410 gene:Zm00001eb274500
gene:Zm00001eb274490 gene:Zm00001eb274510
gene:Zm00001eb274500 gene:Zm00001eb274520
gene:Zm00001eb274520 gene:Zm00001eb274550
gene:Zm00001eb274530 gene:Zm00001eb274560
gene:Zm00001eb275280 gene:Zm00001eb275320
gene:Zm00001eb275410 gene:Zm00001eb275420
gene:Zm00001eb275700 gene:Zm00001eb275710
gene:Zm00001eb275800 gene:Zm00001eb275840
gene:Zm00001eb275880 gene:Zm00001eb275900
gene:Zm00001eb275900 gene:Zm00001eb275910
gene:Zm00001eb275900 gene:Zm00001eb275920
gene:Zm00001eb275910 gene:Zm00001eb275950
gene:Zm00001eb275920 gene:Zm00001eb275940
gene:Zm00001eb275930 gene:Zm00001eb275950
gene:Zm00001eb275940 gene:Zm00001eb275950
gene:Zm00001eb275940 gene:Zm00001eb275970
gene:Zm00001eb275950 gene:Zm00001eb275970
gene:Zm00001eb275970 gene:Zm00001eb275980
gene:Zm00001eb275980 gene:Zm00001eb276000
gene:Zm00001eb275980 gene:Zm00001eb276010
gene:Zm00001eb276000 gene:Zm00001eb276010
gene:Zm00001eb276000 gene:Zm00001eb276020
gene:Zm00001eb276010 gene:Zm00001eb276020
gene:Zm00001eb276010 gene:Zm00001eb276030
gene:Zm00001eb276020 gene:Zm00001eb276030
gene:Zm00001eb276020 gene:Zm00001eb276040
gene:Zm00001eb276030 gene:Zm00001eb276040
gene:Zm00001eb276030 gene:Zm00001eb276050
gene:Zm00001eb276040 gene:Zm00001eb276060
gene:Zm00001eb276050 gene:Zm00001eb276060
gene:Zm00001eb276050 gene:Zm00001eb276070
gene:Zm00001eb276060 gene:Zm00001eb276070
gene:Zm00001eb276060 gene:Zm00001eb276080
gene:Zm00001eb276070 gene:Zm00001eb276080
gene:Zm00001eb276070 gene:Zm00001eb276090
gene:Zm00001eb276080 gene:Zm00001eb276090
gene:Zm00001eb276080 gene:Zm00001eb276100
gene:Zm00001eb276090 gene:Zm00001eb276100
gene:Zm00001eb276290 gene:Zm00001eb276300
gene:Zm00001eb276320 gene:Zm00001eb276330
gene:Zm00001eb276320 gene:Zm00001eb276340
gene:Zm00001eb276330 gene:Zm00001eb276340
gene:Zm00001eb276330 gene:Zm00001eb276380
gene:Zm00001eb276340 gene:Zm00001eb276380
gene:Zm00001eb276380 gene:Zm00001eb276400
gene:Zm00001eb276630 gene:Zm00001eb276650
gene:Zm00001eb277110 gene:Zm00001eb277140
gene:Zm00001eb277140 gene:Zm00001eb277180
gene:Zm00001eb277710 gene:Zm00001eb277770
gene:Zm00001eb277770 gene:Zm00001eb277780
gene:Zm00001eb278000 gene:Zm00001eb278010
gene:Zm00001eb278380 gene:Zm00001eb278390
gene:Zm00001eb278960 gene:Zm00001eb278980
gene:Zm00001eb278970 gene:Zm00001eb278980
gene:Zm00001eb279360 gene:Zm00001eb279370
gene:Zm00001eb279860 gene:Zm00001eb279870
gene:Zm00001eb279860 gene:Zm00001eb279880
gene:Zm00001eb279870 gene:Zm00001eb279880
gene:Zm00001eb280320 gene:Zm00001eb280340
gene:Zm00001eb280330 gene:Zm00001eb280350
gene:Zm00001eb280340 gene:Zm00001eb280360
gene:Zm00001eb280480 gene:Zm00001eb280490
gene:Zm00001eb280920 gene:Zm00001eb280930
gene:Zm00001eb280920 gene:Zm00001eb280950
gene:Zm00001eb280930 gene:Zm00001eb280950
gene:Zm00001eb280980 gene:Zm00001eb281010
gene:Zm00001eb281090 gene:Zm00001eb281100
gene:Zm00001eb281170 gene:Zm00001eb281190
gene:Zm00001eb282080 gene:Zm00001eb282100
gene:Zm00001eb282410 gene:Zm00001eb282430
gene:Zm00001eb282630 gene:Zm00001eb282640
gene:Zm00001eb282670 gene:Zm00001eb282680
gene:Zm00001eb282850 gene:Zm00001eb282870
gene:Zm00001eb283070 gene:Zm00001eb283080
gene:Zm00001eb283260 gene:Zm00001eb283280
gene:Zm00001eb283450 gene:Zm00001eb283460
gene:Zm00001eb284040 gene:Zm00001eb284050
gene:Zm00001eb284040 gene:Zm00001eb284060
gene:Zm00001eb284050 gene:Zm00001eb284060
gene:Zm00001eb284980 gene:Zm00001eb284990
gene:Zm00001eb285210 gene:Zm00001eb285220
gene:Zm00001eb285210 gene:Zm00001eb285230
gene:Zm00001eb285220 gene:Zm00001eb285230
gene:Zm00001eb285220 gene:Zm00001eb285260
gene:Zm00001eb285230 gene:Zm00001eb285260
gene:Zm00001eb285770 gene:Zm00001eb285790
gene:Zm00001eb285960 gene:Zm00001eb285970
gene:Zm00001eb286000 gene:Zm00001eb286020
gene:Zm00001eb286150 gene:Zm00001eb286170
gene:Zm00001eb286230 gene:Zm00001eb286260
gene:Zm00001eb286260 gene:Zm00001eb286270
gene:Zm00001eb286620 gene:Zm00001eb286640
gene:Zm00001eb286760 gene:Zm00001eb286780
gene:Zm00001eb287740 gene:Zm00001eb287770
gene:Zm00001eb287920 gene:Zm00001eb287940
gene:Zm00001eb287950 gene:Zm00001eb287980
gene:Zm00001eb287970 gene:Zm00001eb287980
gene:Zm00001eb287970 gene:Zm00001eb288010
gene:Zm00001eb287980 gene:Zm00001eb288010
gene:Zm00001eb287980 gene:Zm00001eb288020
gene:Zm00001eb288010 gene:Zm00001eb288020
gene:Zm00001eb288600 gene:Zm00001eb288620
gene:Zm00001eb288750 gene:Zm00001eb288760
gene:Zm00001eb289280 gene:Zm00001eb289290
gene:Zm00001eb289560 gene:Zm00001eb289570
gene:Zm00001eb290000 gene:Zm00001eb290010
gene:Zm00001eb290000 gene:Zm00001eb290020
gene:Zm00001eb290010 gene:Zm00001eb290020
gene:Zm00001eb290010 gene:Zm00001eb290060
gene:Zm00001eb290020 gene:Zm00001eb290060
gene:Zm00001eb290060 gene:Zm00001eb290070
gene:Zm00001eb290060 gene:Zm00001eb290090
gene:Zm00001eb290070 gene:Zm00001eb290090
gene:Zm00001eb290810 gene:Zm00001eb290850
gene:Zm00001eb291080 gene:Zm00001eb291130
gene:Zm00001eb291380 gene:Zm00001eb291400
gene:Zm00001eb291720 gene:Zm00001eb291730
gene:Zm00001eb291850 gene:Zm00001eb291860
gene:Zm00001eb291880 gene:Zm00001eb291890
gene:Zm00001eb292160 gene:Zm00001eb292170
gene:Zm00001eb292160 gene:Zm00001eb292180
gene:Zm00001eb292170 gene:Zm00001eb292180
gene:Zm00001eb292170 gene:Zm00001eb292190
gene:Zm00001eb292180 gene:Zm00001eb292190
gene:Zm00001eb292180 gene:Zm00001eb292210
gene:Zm00001eb292190 gene:Zm00001eb292210
gene:Zm00001eb292840 gene:Zm00001eb292850
gene:Zm00001eb292840 gene:Zm00001eb292880
gene:Zm00001eb292850 gene:Zm00001eb292880
gene:Zm00001eb292880 gene:Zm00001eb292890
gene:Zm00001eb293440 gene:Zm00001eb293450
gene:Zm00001eb293440 gene:Zm00001eb293460
gene:Zm00001eb293450 gene:Zm00001eb293460
gene:Zm00001eb293840 gene:Zm00001eb293860
gene:Zm00001eb293840 gene:Zm00001eb293870
gene:Zm00001eb293860 gene:Zm00001eb293870
gene:Zm00001eb294010 gene:Zm00001eb294020
gene:Zm00001eb294450 gene:Zm00001eb294470
gene:Zm00001eb294520 gene:Zm00001eb294530
gene:Zm00001eb294610 gene:Zm00001eb294620
gene:Zm00001eb294660 gene:Zm00001eb294670
gene:Zm00001eb294800 gene:Zm00001eb294810
gene:Zm00001eb294870 gene:Zm00001eb294880
gene:Zm00001eb295330 gene:Zm00001eb295340
gene:Zm00001eb295430 gene:Zm00001eb295440
gene:Zm00001eb295480 gene:Zm00001eb295490
gene:Zm00001eb295980 gene:Zm00001eb295990
gene:Zm00001eb296190 gene:Zm00001eb296200
gene:Zm00001eb296190 gene:Zm00001eb296220
gene:Zm00001eb296200 gene:Zm00001eb296220
gene:Zm00001eb296270 gene:Zm00001eb296280
gene:Zm00001eb296370 gene:Zm00001eb296380
gene:Zm00001eb296560 gene:Zm00001eb296580
gene:Zm00001eb296840 gene:Zm00001eb296850
gene:Zm00001eb296880 gene:Zm00001eb296920
gene:Zm00001eb297010 gene:Zm00001eb297020
gene:Zm00001eb297510 gene:Zm00001eb297520
gene:Zm00001eb297900 gene:Zm00001eb297960
gene:Zm00001eb297910 gene:Zm00001eb297950
gene:Zm00001eb298150 gene:Zm00001eb298170
gene:Zm00001eb298200 gene:Zm00001eb298210
gene:Zm00001eb298200 gene:Zm00001eb298220
gene:Zm00001eb298210 gene:Zm00001eb298220
gene:Zm00001eb298520 gene:Zm00001eb298540
gene:Zm00001eb298540 gene:Zm00001eb298550
gene:Zm00001eb298540 gene:Zm00001eb298560
gene:Zm00001eb298550 gene:Zm00001eb298560
gene:Zm00001eb298720 gene:Zm00001eb298750
gene:Zm00001eb298790 gene:Zm00001eb298800
gene:Zm00001eb298790 gene:Zm00001eb298830
gene:Zm00001eb298800 gene:Zm00001eb298830
gene:Zm00001eb298810 gene:Zm00001eb298820
gene:Zm00001eb298830 gene:Zm00001eb298840
gene:Zm00001eb298830 gene:Zm00001eb298880
gene:Zm00001eb298840 gene:Zm00001eb298880
gene:Zm00001eb298880 gene:Zm00001eb298890
gene:Zm00001eb298890 gene:Zm00001eb298930
gene:Zm00001eb299010 gene:Zm00001eb299020
gene:Zm00001eb299040 gene:Zm00001eb299080
gene:Zm00001eb299090 gene:Zm00001eb299100
gene:Zm00001eb299110 gene:Zm00001eb299120
gene:Zm00001eb299340 gene:Zm00001eb299360
gene:Zm00001eb299360 gene:Zm00001eb299370
gene:Zm00001eb299560 gene:Zm00001eb299570
gene:Zm00001eb299560 gene:Zm00001eb299590
gene:Zm00001eb299570 gene:Zm00001eb299590
gene:Zm00001eb299580 gene:Zm00001eb299600
gene:Zm00001eb299590 gene:Zm00001eb299610
gene:Zm00001eb299600 gene:Zm00001eb299620
gene:Zm00001eb299610 gene:Zm00001eb299630
gene:Zm00001eb300560 gene:Zm00001eb300570
gene:Zm00001eb300590 gene:Zm00001eb300620
gene:Zm00001eb300620 gene:Zm00001eb300630
gene:Zm00001eb300620 gene:Zm00001eb300640
gene:Zm00001eb300630 gene:Zm00001eb300640
gene:Zm00001eb300630 gene:Zm00001eb300670
gene:Zm00001eb300640 gene:Zm00001eb300670
gene:Zm00001eb300790 gene:Zm00001eb300810
gene:Zm00001eb300790 gene:Zm00001eb300820
gene:Zm00001eb300810 gene:Zm00001eb300820
gene:Zm00001eb300820 gene:Zm00001eb300850
gene:Zm00001eb301110 gene:Zm00001eb301120
gene:Zm00001eb301260 gene:Zm00001eb301270
gene:Zm00001eb301490 gene:Zm00001eb301500
gene:Zm00001eb301620 gene:Zm00001eb301630
gene:Zm00001eb301790 gene:Zm00001eb301810
gene:Zm00001eb301790 gene:Zm00001eb301840
gene:Zm00001eb301810 gene:Zm00001eb301840
gene:Zm00001eb301840 gene:Zm00001eb301850
gene:Zm00001eb301840 gene:Zm00001eb301860
gene:Zm00001eb301850 gene:Zm00001eb301860
gene:Zm00001eb301850 gene:Zm00001eb301870
gene:Zm00001eb301860 gene:Zm00001eb301870
gene:Zm00001eb301860 gene:Zm00001eb301880
gene:Zm00001eb301870 gene:Zm00001eb301880
gene:Zm00001eb302020 gene:Zm00001eb302040
gene:Zm00001eb302040 gene:Zm00001eb302050
gene:Zm00001eb302040 gene:Zm00001eb302070
gene:Zm00001eb302050 gene:Zm00001eb302070
gene:Zm00001eb302070 gene:Zm00001eb302080
gene:Zm00001eb302140 gene:Zm00001eb302150
gene:Zm00001eb302350 gene:Zm00001eb302360
gene:Zm00001eb302410 gene:Zm00001eb302430
gene:Zm00001eb302430 gene:Zm00001eb302440
gene:Zm00001eb302580 gene:Zm00001eb302620
gene:Zm00001eb302620 gene:Zm00001eb302640
gene:Zm00001eb302630 gene:Zm00001eb302640
gene:Zm00001eb302740 gene:Zm00001eb302750
gene:Zm00001eb302830 gene:Zm00001eb302870
gene:Zm00001eb303130 gene:Zm00001eb303150
gene:Zm00001eb303150 gene:Zm00001eb303160
gene:Zm00001eb303150 gene:Zm00001eb303180
gene:Zm00001eb303160 gene:Zm00001eb303180
gene:Zm00001eb303450 gene:Zm00001eb303470
gene:Zm00001eb303450 gene:Zm00001eb303490
gene:Zm00001eb303470 gene:Zm00001eb303490
gene:Zm00001eb303660 gene:Zm00001eb303670
gene:Zm00001eb303790 gene:Zm00001eb303800
gene:Zm00001eb303940 gene:Zm00001eb303950
gene:Zm00001eb303940 gene:Zm00001eb303970
gene:Zm00001eb303950 gene:Zm00001eb303970
gene:Zm00001eb304010 gene:Zm00001eb304020
gene:Zm00001eb304010 gene:Zm00001eb304040
gene:Zm00001eb304020 gene:Zm00001eb304040
gene:Zm00001eb304040 gene:Zm00001eb304050
gene:Zm00001eb304040 gene:Zm00001eb304060
gene:Zm00001eb304050 gene:Zm00001eb304060
gene:Zm00001eb304050 gene:Zm00001eb304070
gene:Zm00001eb304060 gene:Zm00001eb304070
gene:Zm00001eb304060 gene:Zm00001eb304120
gene:Zm00001eb304070 gene:Zm00001eb304120
gene:Zm00001eb304180 gene:Zm00001eb304190
gene:Zm00001eb304180 gene:Zm00001eb304230
gene:Zm00001eb304190 gene:Zm00001eb304230
gene:Zm00001eb304250 gene:Zm00001eb304260
gene:Zm00001eb304350 gene:Zm00001eb304360
gene:Zm00001eb304440 gene:Zm00001eb304470
gene:Zm00001eb304490 gene:Zm00001eb304500
gene:Zm00001eb304520 gene:Zm00001eb304530
gene:Zm00001eb304650 gene:Zm00001eb304660
gene:Zm00001eb304650 gene:Zm00001eb304670
gene:Zm00001eb304830 gene:Zm00001eb304860
gene:Zm00001eb305000 gene:Zm00001eb305010
gene:Zm00001eb305100 gene:Zm00001eb305110
gene:Zm00001eb305260 gene:Zm00001eb305270
gene:Zm00001eb305260 gene:Zm00001eb305280
gene:Zm00001eb305270 gene:Zm00001eb305280
gene:Zm00001eb305300 gene:Zm00001eb305320
gene:Zm00001eb306340 gene:Zm00001eb306350
gene:Zm00001eb306380 gene:Zm00001eb306400
gene:Zm00001eb307190 gene:Zm00001eb307220
gene:Zm00001eb307480 gene:Zm00001eb307490
gene:Zm00001eb307550 gene:Zm00001eb307600
gene:Zm00001eb308450 gene:Zm00001eb308460
gene:Zm00001eb310010 gene:Zm00001eb310060
gene:Zm00001eb310030 gene:Zm00001eb310050
gene:Zm00001eb310260 gene:Zm00001eb310270
gene:Zm00001eb310560 gene:Zm00001eb310570
gene:Zm00001eb311050 gene:Zm00001eb311060
gene:Zm00001eb311110 gene:Zm00001eb311120
gene:Zm00001eb311160 gene:Zm00001eb311170
gene:Zm00001eb311260 gene:Zm00001eb311270
gene:Zm00001eb311260 gene:Zm00001eb311280
gene:Zm00001eb311270 gene:Zm00001eb311280
gene:Zm00001eb311270 gene:Zm00001eb311300
gene:Zm00001eb311280 gene:Zm00001eb311300
gene:Zm00001eb311280 gene:Zm00001eb311310
gene:Zm00001eb311300 gene:Zm00001eb311310
gene:Zm00001eb311430 gene:Zm00001eb311440
gene:Zm00001eb311720 gene:Zm00001eb311730
gene:Zm00001eb311760 gene:Zm00001eb311770
gene:Zm00001eb312060 gene:Zm00001eb312070
gene:Zm00001eb312060 gene:Zm00001eb312080
gene:Zm00001eb312070 gene:Zm00001eb312080
gene:Zm00001eb312120 gene:Zm00001eb312160
gene:Zm00001eb312610 gene:Zm00001eb312620
gene:Zm00001eb312670 gene:Zm00001eb312730
gene:Zm00001eb312730 gene:Zm00001eb312790
gene:Zm00001eb312760 gene:Zm00001eb312800
gene:Zm00001eb312870 gene:Zm00001eb312890
gene:Zm00001eb312900 gene:Zm00001eb312910
gene:Zm00001eb312930 gene:Zm00001eb312940
gene:Zm00001eb312950 gene:Zm00001eb312960
gene:Zm00001eb313050 gene:Zm00001eb313060
gene:Zm00001eb313050 gene:Zm00001eb313070
gene:Zm00001eb313060 gene:Zm00001eb313070
gene:Zm00001eb313060 gene:Zm00001eb313090
gene:Zm00001eb313070 gene:Zm00001eb313090
gene:Zm00001eb313090 gene:Zm00001eb313100
gene:Zm00001eb313090 gene:Zm00001eb313140
gene:Zm00001eb313100 gene:Zm00001eb313140
gene:Zm00001eb313390 gene:Zm00001eb313400
gene:Zm00001eb313490 gene:Zm00001eb313500
gene:Zm00001eb313550 gene:Zm00001eb313570
gene:Zm00001eb313610 gene:Zm00001eb313620
gene:Zm00001eb313610 gene:Zm00001eb313630
gene:Zm00001eb313620 gene:Zm00001eb313630
