gene:Os01g0106300 gene:Os01g0106400
gene:Os04g0183500 gene:Os04g0184100
gene:Os04g0183500 gene:Os04g0184500
gene:Os04g0184100 gene:Os04g0184500
gene:Os04g0185600 gene:Os04g0186400
gene:Os04g0185600 gene:Os04g0186800
gene:Os04g0186400 gene:Os04g0186800
gene:Os04g0186450 gene:Os04g0187001
gene:Os04g0189400 gene:Os04g0189800
gene:Os04g0191600 gene:Os04g0191800
gene:Os04g0191600 gene:Os04g0193300
gene:Os04g0191800 gene:Os04g0193300
gene:Os04g0192775 gene:Os04g0193200
gene:Os04g0193300 gene:Os04g0194000
gene:Os04g0201900 gene:Os04g0202300
gene:Os04g0201900 gene:Os04g0202500
gene:Os04g0202300 gene:Os04g0202500
gene:Os04g0202500 gene:Os04g0202800
gene:Os04g0203600 gene:Os04g0204000
gene:Os04g0203600 gene:Os04g0204100
gene:Os04g0204000 gene:Os04g0204100
gene:Os04g0206000 gene:Os04g0206450
gene:Os04g0206350 gene:Os04g0206650
gene:Os04g0206450 gene:Os04g0206500
gene:Os04g0206450 gene:Os04g0206600
gene:Os04g0206500 gene:Os04g0206600
gene:Os04g0206500 gene:Os04g0206700
gene:Os04g0206600 gene:Os04g0206700
gene:Os04g0207600 gene:Os04g0208200
gene:Os04g0208400 gene:Os04g0208500
gene:Os04g0208425 gene:Os04g0208550
gene:Os04g0208500 gene:Os04g0208600
gene:Os04g0209200 gene:Os04g0209300
gene:Os04g0218350 gene:Os04g0219000
gene:Os04g0223500 gene:Os04g0223901
gene:Os04g0226340 gene:Os04g0226800
gene:Os04g0226666 gene:Os04g0226800
gene:Os04g0226666 gene:Os04g0227200
gene:Os04g0226800 gene:Os04g0227200
gene:Os04g0270900 gene:Os04g0271700
gene:Os04g0271700 gene:Os04g0272200
gene:Os04g0271700 gene:Os04g0272700
gene:Os04g0272200 gene:Os04g0272700
gene:Os04g0272700 gene:Os04g0273600
gene:Os04g0289600 gene:Os04g0289700
gene:Os04g0291000 gene:Os04g0291100
gene:Os04g0300600 gene:Os04g0301500
gene:Os04g0302300 gene:Os04g0303250
gene:Os04g0307900 gene:Os04g0308100
gene:Os04g0313900 gene:Os04g0314100
gene:Os04g0316800 gene:Os04g0317300
gene:Os04g0317400 gene:Os04g0317500
gene:Os04g0317400 gene:Os04g0317800
gene:Os04g0317500 gene:Os04g0317800
gene:Os04g0319700 gene:Os04g0319800
gene:Os04g0319700 gene:Os04g0320700
gene:Os04g0319800 gene:Os04g0320700
gene:Os04g0320700 gene:Os04g0321100
gene:Os04g0324100 gene:Os04g0324400
gene:Os04g0324100 gene:Os04g0326100
gene:Os04g0324400 gene:Os04g0326100
gene:Os04g0326100 gene:Os04g0326201
gene:Os04g0328900 gene:Os04g0329200
gene:Os04g0328900 gene:Os04g0329300
gene:Os04g0329200 gene:Os04g0329300
gene:Os04g0329500 gene:Os04g0329650
gene:Os04g0331600 gene:Os04g0334700
gene:Os04g0334700 gene:Os04g0334951
gene:Os04g0334825 gene:Os04g0335075
gene:Os04g0334951 gene:Os04g0336600
gene:Os04g0335075 gene:Os04g0336700
gene:Os04g0335200 gene:Os04g0336801
gene:Os04g0336600 gene:Os04g0337000
gene:Os04g0337500 gene:Os04g0337800
gene:Os04g0337500 gene:Os04g0338000
gene:Os04g0337800 gene:Os04g0338000
gene:Os04g0337800 gene:Os04g0339400
gene:Os04g0338000 gene:Os04g0338100
gene:Os04g0338000 gene:Os04g0339400
gene:Os04g0338100 gene:Os04g0339400
gene:Os04g0340300 gene:Os04g0341500
gene:Os04g0341500 gene:Os04g0342100
gene:Os04g0342100 gene:Os04g0344100
gene:Os04g0344100 gene:Os04g0344400
gene:Os04g0344100 gene:Os04g0345400
gene:Os04g0344400 gene:Os04g0345400
gene:Os04g0347900 gene:Os04g0348000
gene:Os04g0349600 gene:Os04g0350000
gene:Os04g0350000 gene:Os04g0351333
gene:Os04g0353600 gene:Os04g0354400
gene:Os04g0353600 gene:Os04g0354600
gene:Os04g0354400 gene:Os04g0354600
gene:Os04g0354600 gene:Os04g0355500
gene:Os04g0358000 gene:Os04g0359100
gene:Os04g0358150 gene:Os04g0360400
gene:Os04g0359100 gene:Os04g0359700
gene:Os04g0360500 gene:Os04g0361500
gene:Os04g0365100 gene:Os04g0366000
gene:Os04g0367000 gene:Os04g0367201
gene:Os04g0367900 gene:Os04g0368300
gene:Os04g0368000 gene:Os04g0368300
gene:Os04g0368000 gene:Os04g0368800
gene:Os04g0368300 gene:Os04g0368800
gene:Os04g0368300 gene:Os04g0369600
gene:Os04g0368800 gene:Os04g0369600
gene:Os04g0369600 gene:Os04g0370100
gene:Os04g0369600 gene:Os04g0370900
gene:Os04g0370100 gene:Os04g0370900
gene:Os04g0370300 gene:Os04g0370500
gene:Os04g0370300 gene:Os04g0370600
gene:Os04g0370500 gene:Os04g0370600
gene:Os04g0370900 gene:Os04g0371000
gene:Os04g0370900 gene:Os04g0371100
gene:Os04g0371000 gene:Os04g0371100
gene:Os04g0371200 gene:Os04g0372100
gene:Os04g0382900 gene:Os04g0383700
gene:Os04g0389100 gene:Os04g0389800
gene:Os04g0390500 gene:Os04g0390600
gene:Os04g0390700 gene:Os04g0390800
gene:Os04g0392300 gene:Os04g0392500
gene:Os04g0392300 gene:Os04g0393100
gene:Os04g0393100 gene:Os04g0393200
gene:Os04g0400000 gene:Os04g0400700
gene:Os04g0400600 gene:Os04g0400700
gene:Os04g0400700 gene:Os04g0400800
gene:Os04g0400700 gene:Os04g0401000
gene:Os04g0400800 gene:Os04g0401000
gene:Os04g0401000 gene:Os04g0401100
gene:Os04g0402500 gene:Os04g0403200
gene:Os04g0408700 gene:Os04g0408900
gene:Os04g0411800 gene:Os04g0412000
gene:Os04g0413200 gene:Os04g0413500
gene:Os04g0419700 gene:Os04g0419900
gene:Os04g0419750 gene:Os04g0419800
gene:Os04g0419900 gene:Os04g0420033
gene:Os04g0420033 gene:Os04g0420300
gene:Os04g0420166 gene:Os04g0420700
gene:Os04g0420300 gene:Os04g0420600
gene:Os04g0420600 gene:Os04g0420900
gene:Os04g0420700 gene:Os04g0420801
gene:Os04g0422300 gene:Os04g0422600
gene:Os04g0429300 gene:Os04g0429400
gene:Os04g0429500 gene:Os04g0429600
gene:Os04g0435325 gene:Os04g0435475
gene:Os04g0439100 gene:Os04g0439200
gene:Os04g0440300 gene:Os04g0440400
gene:Os04g0443750 gene:Os04g0443801
gene:Os04g0447500 gene:Os04g0447600
gene:Os04g0447533 gene:Os04g0447650
gene:Os04g0447566 gene:Os04g0447650
gene:Os04g0447600 gene:Os04g0447700
gene:Os04g0448300 gene:Os04g0448500
gene:Os04g0448900 gene:Os04g0448950
gene:Os04g0449100 gene:Os04g0449200
gene:Os04g0452600 gene:Os04g0452700
gene:Os04g0452650 gene:Os04g0453233
gene:Os04g0452700 gene:Os04g0453200
gene:Os04g0452700 gene:Os04g0453266
gene:Os04g0453200 gene:Os04g0453266
gene:Os04g0453200 gene:Os04g0453300
gene:Os04g0453266 gene:Os04g0453400
gene:Os04g0453233 gene:Os04g0453450
gene:Os04g0453300 gene:Os04g0453400
gene:Os04g0453400 gene:Os04g0454200
gene:Os04g0454200 gene:Os04g0455200
gene:Os04g0454600 gene:Os04g0455401
gene:Os04g0456200 gene:Os04g0456300
gene:Os04g0456200 gene:Os04g0456700
gene:Os04g0456300 gene:Os04g0456700
gene:Os04g0458300 gene:Os04g0458600
gene:Os04g0460200 gene:Os04g0460300
gene:Os04g0474300 gene:Os04g0474500
gene:Os04g0474300 gene:Os04g0474700
gene:Os04g0474500 gene:Os04g0474700
gene:Os04g0474700 gene:Os04g0474800
gene:Os04g0474700 gene:Os04g0474900
gene:Os04g0474800 gene:Os04g0474900
gene:Os04g0475100 gene:Os04g0475200
gene:Os04g0479500 gene:Os04g0479800
gene:Os04g0480600 gene:Os04g0480700
gene:Os04g0480650 gene:Os04g0480700
gene:Os04g0480900 gene:Os04g0481000
gene:Os04g0480900 gene:Os04g0481200
gene:Os04g0481000 gene:Os04g0481200
gene:Os04g0481800 gene:Os04g0481900
gene:Os04g0482000 gene:Os04g0482100
gene:Os04g0491200 gene:Os04g0491350
gene:Os04g0491200 gene:Os04g0491500
gene:Os04g0491350 gene:Os04g0491500
gene:Os04g0493400 gene:Os04g0494100
gene:Os04g0494600 gene:Os04g0494800
gene:Os04g0494600 gene:Os04g0494900
gene:Os04g0494800 gene:Os04g0494900
gene:Os04g0494800 gene:Os04g0494950
gene:Os04g0494900 gene:Os04g0494950
gene:Os04g0494900 gene:Os04g0495000
gene:Os04g0494950 gene:Os04g0495000
gene:Os04g0510900 gene:Os04g0511200
gene:Os04g0513100 gene:Os04g0513400
gene:Os04g0513400 gene:Os04g0513700
gene:Os04g0513700 gene:Os04g0513900
gene:Os04g0518100 gene:Os04g0518400
gene:Os04g0523650 gene:Os04g0523812
gene:Os04g0524500 gene:Os04g0524600
gene:Os04g0524500 gene:Os04g0524900
gene:Os04g0524600 gene:Os04g0524900
gene:Os04g0526800 gene:Os04g0527000
gene:Os04g0531400 gene:Os04g0531500
gene:Os04g0531700 gene:Os04g0531750
gene:Os04g0531700 gene:Os04g0531900
gene:Os04g0531750 gene:Os04g0531900
gene:Os04g0531900 gene:Os04g0532100
gene:Os04g0531900 gene:Os04g0532400
gene:Os04g0532100 gene:Os04g0532400
gene:Os04g0533700 gene:Os04g0533800
gene:Os04g0534000 gene:Os04g0534100
gene:Os04g0542200 gene:Os04g0542800
gene:Os04g0545400 gene:Os04g0545600
gene:Os04g0546800 gene:Os04g0547600
gene:Os04g0549700 gene:Os04g0549800
gene:Os04g0549700 gene:Os04g0550200
gene:Os04g0549800 gene:Os04g0550200
gene:Os04g0550800 gene:Os04g0550900
gene:Os04g0552000 gene:Os04g0552200
gene:Os04g0552066 gene:Os04g0552250
gene:Os04g0554500 gene:Os04g0554600
gene:Os04g0554500 gene:Os04g0554800
gene:Os04g0554600 gene:Os04g0554800
gene:Os04g0556400 gene:Os04g0556500
gene:Os04g0556400 gene:Os04g0556600
gene:Os04g0556500 gene:Os04g0556600
gene:Os04g0557200 gene:Os04g0557500
gene:Os04g0557200 gene:Os04g0557800
gene:Os04g0557500 gene:Os04g0557800
gene:Os04g0558900 gene:Os04g0559000
gene:Os04g0565200 gene:Os04g0565400
gene:Os04g0570000 gene:Os04g0570500
gene:Os04g0570500 gene:Os04g0570600
gene:Os04g0572200 gene:Os04g0572400
gene:Os04g0581000 gene:Os04g0581100
gene:Os04g0582000 gene:Os04g0582600
gene:Os04g0582000 gene:Os04g0582700
gene:Os04g0582600 gene:Os04g0582700
gene:Os04g0585700 gene:Os04g0585900
gene:Os04g0585700 gene:Os04g0586000
gene:Os04g0585900 gene:Os04g0586000
gene:Os04g0585900 gene:Os04g0586100
gene:Os04g0586000 gene:Os04g0586100
gene:Os04g0586000 gene:Os04g0586200
gene:Os04g0586100 gene:Os04g0586200
gene:Os04g0587300 gene:Os04g0587400
gene:Os04g0587300 gene:Os04g0587500
gene:Os04g0587400 gene:Os04g0587500
gene:Os04g0593400 gene:Os04g0593500
gene:Os04g0593700 gene:Os04g0593800
gene:Os04g0594500 gene:Os04g0594700
gene:Os04g0597501 gene:Os04g0597600
gene:Os04g0597600 gene:Os04g0597800
gene:Os04g0597700 gene:Os04g0597816
gene:Os04g0598600 gene:Os04g0598800
gene:Os04g0598600 gene:Os04g0598900
gene:Os04g0598800 gene:Os04g0598900
gene:Os04g0598800 gene:Os04g0599000
gene:Os04g0598900 gene:Os04g0599000
gene:Os04g0600200 gene:Os04g0600300
gene:Os04g0601800 gene:Os04g0602000
gene:Os04g0604200 gene:Os04g0604300
gene:Os04g0604300 gene:Os04g0604800
gene:Os04g0604800 gene:Os04g0604900
gene:Os04g0607500 gene:Os04g0607583
gene:Os04g0607583 gene:Os04g0607600
gene:Os04g0609300 gene:Os04g0609500
gene:Os04g0609900 gene:Os04g0610000
gene:Os04g0609900 gene:Os04g0610200
gene:Os04g0611700 gene:Os04g0611800
gene:Os04g0611700 gene:Os04g0612000
gene:Os04g0611800 gene:Os04g0612000
gene:Os04g0613500 gene:Os04g0613600
gene:Os04g0614500 gene:Os04g0614600
gene:Os04g0615700 gene:Os04g0615800
gene:Os04g0616200 gene:Os04g0616300
gene:Os04g0616282 gene:Os04g0616300
gene:Os04g0616282 gene:Os04g0616500
gene:Os04g0616300 gene:Os04g0616400
gene:Os04g0616300 gene:Os04g0616500
gene:Os04g0616400 gene:Os04g0616500
gene:Os04g0616400 gene:Os04g0616600
gene:Os04g0616500 gene:Os04g0616600
gene:Os04g0616500 gene:Os04g0616700
gene:Os04g0616600 gene:Os04g0616700
gene:Os04g0620800 gene:Os04g0621700
gene:Os04g0620950 gene:Os04g0621500
gene:Os04g0621500 gene:Os04g0621700
gene:Os04g0621700 gene:Os04g0622600
gene:Os04g0622000 gene:Os04g0622800
gene:Os04g0622600 gene:Os04g0623066
gene:Os04g0622800 gene:Os04g0623100
gene:Os04g0623500 gene:Os04g0623600
gene:Os04g0624100 gene:Os04g0624500
gene:Os04g0624400 gene:Os04g0624500
gene:Os04g0624450 gene:Os04g0624500
gene:Os04g0625400 gene:Os04g0625500
gene:Os04g0625400 gene:Os04g0625600
gene:Os04g0625500 gene:Os04g0625600
gene:Os04g0626000 gene:Os04g0626100
gene:Os04g0626600 gene:Os04g0626700
gene:Os04g0630100 gene:Os04g0630300
gene:Os04g0630100 gene:Os04g0630400
gene:Os04g0630300 gene:Os04g0630400
gene:Os04g0630300 gene:Os04g0630600
gene:Os04g0630400 gene:Os04g0630600
gene:Os04g0630600 gene:Os04g0630800
gene:Os04g0630800 gene:Os04g0630900
gene:Os04g0630800 gene:Os04g0631000
gene:Os04g0630900 gene:Os04g0631000
gene:Os04g0631800 gene:Os04g0632100
gene:Os04g0631800 gene:Os04g0632300
gene:Os04g0632100 gene:Os04g0632300
gene:Os04g0632000 gene:Os04g0632400
gene:Os04g0632300 gene:Os04g0632500
gene:Os04g0632500 gene:Os04g0632600
gene:Os04g0632600 gene:Os04g0633200
gene:Os04g0632901 gene:Os04g0633200
gene:Os04g0632750 gene:Os04g0633225
gene:Os04g0633200 gene:Os04g0633300
gene:Os04g0633300 gene:Os04g0633600
gene:Os04g0633600 gene:Os04g0633800
gene:Os04g0633800 gene:Os04g0633900
gene:Os04g0633900 gene:Os04g0634000
gene:Os04g0634000 gene:Os04g0634400
gene:Os04g0635000 gene:Os04g0635100
gene:Os04g0635000 gene:Os04g0635500
gene:Os04g0635100 gene:Os04g0635500
gene:Os04g0638100 gene:Os04g0638401
gene:Os04g0639700 gene:Os04g0639800
gene:Os04g0647900 gene:Os04g0648200
gene:Os04g0647900 gene:Os04g0648400
gene:Os04g0648200 gene:Os04g0648400
gene:Os04g0654800 gene:Os04g0655000
gene:Os04g0655300 gene:Os04g0655400
gene:Os04g0657100 gene:Os04g0657300
gene:Os04g0662200 gene:Os04g0662400
gene:Os04g0664500 gene:Os04g0664600
gene:Os04g0664800 gene:Os04g0664900
gene:Os04g0667200 gene:Os04g0667400
gene:Os04g0669500 gene:Os04g0669600
gene:Os04g0669500 gene:Os04g0669700
gene:Os04g0669800 gene:Os04g0669900
gene:Os04g0670200 gene:Os04g0670500
gene:Os04g0671200 gene:Os04g0671300
gene:Os04g0672100 gene:Os04g0672600
gene:Os04g0676600 gene:Os04g0676650
gene:Os04g0679000 gene:Os04g0679050
gene:Os04g0681400 gene:Os04g0681600
gene:Os04g0685500 gene:Os04g0685600
gene:Os04g0688100 gene:Os04g0688200
gene:Os04g0688100 gene:Os04g0688300
gene:Os04g0688200 gene:Os04g0688300
gene:Os04g0688200 gene:Os04g0688500
gene:Os04g0688300 gene:Os04g0688500
gene:Os04g0688300 gene:Os04g0688600
gene:Os04g0688500 gene:Os04g0688600
gene:Os04g0688500 gene:Os04g0689000
gene:Os04g0688600 gene:Os04g0689000
gene:Os04g0692700 gene:Os04g0692750
gene:Os04g0693200 gene:Os04g0693250
gene:Os05g0103300 gene:Os05g0103400
gene:Os05g0104150 gene:Os05g0104200
gene:Os05g0104150 gene:Os05g0104600
gene:Os05g0104200 gene:Os05g0104700
gene:Os05g0104600 gene:Os05g0104700
gene:Os05g0105100 gene:Os05g0105200
gene:Os05g0106200 gene:Os05g0106300
gene:Os05g0106800 gene:Os05g0106900
gene:Os05g0109100 gene:Os05g0109400
gene:Os05g0116500 gene:Os05g0116700
gene:Os05g0120000 gene:Os05g0120200
gene:Os05g0124000 gene:Os05g0124600
gene:Os05g0124600 gene:Os05g0124800
gene:Os05g0125300 gene:Os05g0125400
gene:Os05g0130300 gene:Os05g0130600
gene:Os05g0131100 gene:Os05g0131401
gene:Os05g0134400 gene:Os05g0134700
gene:Os05g0134400 gene:Os05g0134800
gene:Os05g0134700 gene:Os05g0134800
gene:Os05g0134800 gene:Os05g0135200
gene:Os05g0135000 gene:Os05g0135200
gene:Os05g0135200 gene:Os05g0135400
gene:Os05g0135400 gene:Os05g0135500
gene:Os05g0139200 gene:Os05g0139300
gene:Os05g0141000 gene:Os05g0141200
gene:Os05g0141050 gene:Os05g0141200
gene:Os05g0145700 gene:Os05g0146100
gene:Os05g0146100 gene:Os05g0146900
gene:Os05g0147700 gene:Os05g0147800
gene:Os05g0149300 gene:Os05g0149400
gene:Os05g0152600 gene:Os05g0152700
gene:Os05g0152600 gene:Os05g0152900
gene:Os05g0152700 gene:Os05g0152900
gene:Os05g0157500 gene:Os05g0157600
gene:Os05g0157500 gene:Os05g0158200
gene:Os05g0157600 gene:Os05g0158200
gene:Os05g0157600 gene:Os05g0158400
gene:Os05g0158200 gene:Os05g0158400
gene:Os05g0159200 gene:Os05g0159300
gene:Os05g0160600 gene:Os05g0161400
gene:Os05g0161200 gene:Os05g0161500
gene:Os05g0161500 gene:Os05g0161800
gene:Os05g0165900 gene:Os05g0166300
gene:Os05g0165800 gene:Os05g0166525
gene:Os05g0166300 gene:Os05g0166600
gene:Os05g0166600 gene:Os05g0166900
gene:Os05g0167600 gene:Os05g0168200
gene:Os05g0172100 gene:Os05g0172400
gene:Os05g0172400 gene:Os05g0172500
gene:Os05g0177000 gene:Os05g0177100
gene:Os05g0177000 gene:Os05g0177400
gene:Os05g0177100 gene:Os05g0177400
gene:Os05g0177500 gene:Os05g0177800
gene:Os05g0181300 gene:Os05g0181700
gene:Os05g0183900 gene:Os05g0184500
gene:Os05g0184500 gene:Os05g0184901
gene:Os05g0189300 gene:Os05g0189900
gene:Os05g0189900 gene:Os05g0190300
gene:Os05g0190300 gene:Os05g0190500
gene:Os05g0190300 gene:Os05g0191500
gene:Os05g0190500 gene:Os05g0191500
gene:Os05g0190500 gene:Os05g0191700
gene:Os05g0191500 gene:Os05g0191700
gene:Os05g0191500 gene:Os05g0192100
gene:Os05g0191700 gene:Os05g0192100
gene:Os05g0192500 gene:Os05g0193700
gene:Os05g0197900 gene:Os05g0198100
gene:Os05g0209600 gene:Os05g0210100
gene:Os05g0210100 gene:Os05g0210400
gene:Os05g0212550 gene:Os05g0213000
gene:Os05g0212600 gene:Os05g0212900
gene:Os05g0212600 gene:Os05g0213100
gene:Os05g0212900 gene:Os05g0213100
gene:Os05g0213000 gene:Os05g0213150
gene:Os05g0215000 gene:Os05g0215066
gene:Os05g0217700 gene:Os05g0217800
gene:Os05g0225800 gene:Os05g0226000
gene:Os05g0225800 gene:Os05g0226900
gene:Os05g0226000 gene:Os05g0226900
gene:Os05g0226900 gene:Os05g0227600
gene:Os05g0243100 gene:Os05g0243200
gene:Os05g0243100 gene:Os05g0243300
gene:Os05g0243200 gene:Os05g0243300
gene:Os05g0247100 gene:Os05g0247800
gene:Os05g0247800 gene:Os05g0248200
gene:Os05g0249800 gene:Os05g0250000
gene:Os05g0249800 gene:Os05g0250200
gene:Os05g0250000 gene:Os05g0250200
gene:Os05g0250200 gene:Os05g0251200
gene:Os05g0250600 gene:Os05g0250700
gene:Os05g0251900 gene:Os05g0252000
gene:Os05g0251700 gene:Os05g0252050
gene:Os05g0253200 gene:Os05g0256100
gene:Os05g0256100 gene:Os05g0256500
gene:Os05g0256500 gene:Os05g0257100
gene:Os05g0256500 gene:Os05g0258400
gene:Os05g0257100 gene:Os05g0258400
gene:Os05g0258400 gene:Os05g0261700
gene:Os05g0258400 gene:Os05g0263100
gene:Os05g0261700 gene:Os05g0263100
gene:Os05g0267732 gene:Os05g0267766
gene:Os05g0272200 gene:Os05g0272800
gene:Os05g0276500 gene:Os05g0277000
gene:Os05g0276750 gene:Os05g0277100
gene:Os05g0310800 gene:Os05g0311000
gene:Os05g0317700 gene:Os05g0317900
gene:Os05g0317700 gene:Os05g0318600
gene:Os05g0317900 gene:Os05g0318600
gene:Os05g0318600 gene:Os05g0318700
gene:Os05g0321900 gene:Os05g0322900
gene:Os05g0325200 gene:Os05g0326400
gene:Os05g0326400 gene:Os05g0327000
gene:Os05g0328333 gene:Os05g0328466
gene:Os05g0328333 gene:Os05g0328632
gene:Os05g0328466 gene:Os05g0328632
gene:Os05g0328466 gene:Os05g0328800
gene:Os05g0328632 gene:Os05g0328800
gene:Os05g0328632 gene:Os05g0328901
gene:Os05g0328800 gene:Os05g0328901
gene:Os05g0328800 gene:Os05g0329001
gene:Os05g0328901 gene:Os05g0329001
gene:Os05g0328901 gene:Os05g0329100
gene:Os05g0329001 gene:Os05g0329100
gene:Os05g0329001 gene:Os05g0329300
gene:Os05g0329100 gene:Os05g0329300
gene:Os05g0329100 gene:Os05g0329350
gene:Os05g0329300 gene:Os05g0329350
gene:Os05g0329300 gene:Os05g0329400
gene:Os05g0329350 gene:Os05g0329400
gene:Os05g0329350 gene:Os05g0329700
gene:Os05g0329400 gene:Os05g0329700
gene:Os05g0329400 gene:Os05g0329200
gene:Os05g0329700 gene:Os05g0329200
gene:Os05g0329700 gene:Os05g0330150
gene:Os05g0329200 gene:Os05g0330150
gene:Os05g0329200 gene:Os05g0330600
gene:Os05g0330150 gene:Os05g0330600
gene:Os05g0330150 gene:Os05g0331366
gene:Os05g0330600 gene:Os05g0331366
gene:Os05g0331366 gene:Os05g0331532
gene:Os05g0331366 gene:Os05g0331800
gene:Os05g0331532 gene:Os05g0331800
gene:Os05g0331532 gene:Os05g0332000
gene:Os05g0331800 gene:Os05g0332000
gene:Os05g0332300 gene:Os05g0333100
gene:Os05g0333500 gene:Os05g0334000
gene:Os05g0334000 gene:Os05g0334400
gene:Os05g0359500 gene:Os05g0360400
gene:Os05g0362300 gene:Os05g0362500
gene:Os05g0365600 gene:Os05g0365700
gene:Os05g0365600 gene:Os05g0366000
gene:Os05g0365700 gene:Os05g0366000
gene:Os05g0365700 gene:Os05g0366600
gene:Os05g0366000 gene:Os05g0366200
gene:Os05g0366000 gene:Os05g0366600
gene:Os05g0366200 gene:Os05g0366600
gene:Os05g0366600 gene:Os05g0366800
gene:Os05g0369300 gene:Os05g0369500
gene:Os05g0369300 gene:Os05g0369700
gene:Os05g0369500 gene:Os05g0369900
gene:Os05g0369700 gene:Os05g0369900
gene:Os05g0370700 gene:Os05g0370900
gene:Os05g0378200 gene:Os05g0378500
gene:Os05g0399100 gene:Os05g0399200
gene:Os05g0399300 gene:Os05g0399400
gene:Os05g0399300 gene:Os05g0399700
gene:Os05g0399400 gene:Os05g0399700
gene:Os05g0400100 gene:Os05g0400200
gene:Os05g0402900 gene:Os05g0403000
gene:Os05g0402900 gene:Os05g0403100
gene:Os05g0403000 gene:Os05g0403100
gene:Os05g0403000 gene:Os05g0403300
gene:Os05g0403100 gene:Os05g0403300
gene:Os05g0403400 gene:Os05g0403600
gene:Os05g0404600 gene:Os05g0404700
gene:Os05g0405500 gene:Os05g0405600
gene:Os05g0410500 gene:Os05g0410800
gene:Os05g0410601 gene:Os05g0410750
gene:Os05g0410800 gene:Os05g0410900
gene:Os05g0410800 gene:Os05g0411100
gene:Os05g0410900 gene:Os05g0411100
gene:Os05g0414200 gene:Os05g0414300
gene:Os05g0415800 gene:Os05g0415900
gene:Os05g0415800 gene:Os05g0416400
gene:Os05g0415900 gene:Os05g0416400
gene:Os05g0430900 gene:Os05g0431700
gene:Os05g0433400 gene:Os05g0433800
gene:Os05g0433500 gene:Os05g0433600
gene:Os05g0433600 gene:Os05g0434800
gene:Os05g0433800 gene:Os05g0434600
gene:Os05g0434600 gene:Os05g0434800
gene:Os05g0434600 gene:Os05g0435100
gene:Os05g0434800 gene:Os05g0435100
gene:Os05g0434800 gene:Os05g0435300
gene:Os05g0435100 gene:Os05g0435300
gene:Os05g0440250 gene:Os05g0440300
gene:Os05g0444300 gene:Os05g0444500
gene:Os05g0445800 gene:Os05g0446500
gene:Os05g0445900 gene:Os05g0446600
gene:Os05g0456200 gene:Os05g0456300
gene:Os05g0458300 gene:Os05g0458500
gene:Os05g0458500 gene:Os05g0458600
gene:Os05g0460900 gene:Os05g0461200
gene:Os05g0462700 gene:Os05g0462900
gene:Os05g0463400 gene:Os05g0463500
gene:Os05g0464300 gene:Os05g0465000
gene:Os05g0467400 gene:Os05g0467700
gene:Os05g0467700 gene:Os05g0467900
gene:Os05g0467700 gene:Os05g0468100
gene:Os05g0467900 gene:Os05g0468100
gene:Os05g0467900 gene:Os05g0468200
gene:Os05g0468100 gene:Os05g0468200
gene:Os05g0468100 gene:Os05g0468400
gene:Os05g0468200 gene:Os05g0468400
gene:Os05g0469600 gene:Os05g0469800
gene:Os05g0469701 gene:Os05g0469812
gene:Os05g0472400 gene:Os05g0472700
gene:Os05g0476350 gene:Os05g0476466
gene:Os05g0478400 gene:Os05g0478700
gene:Os05g0478400 gene:Os05g0478800
gene:Os05g0484000 gene:Os05g0484700
gene:Os05g0487100 gene:Os05g0487300
gene:Os05g0491000 gene:Os05g0491100
gene:Os05g0492200 gene:Os05g0492600
gene:Os05g0496400 gene:Os05g0496500
gene:Os05g0497200 gene:Os05g0497300
gene:Os05g0499300 gene:Os05g0499400
gene:Os05g0499600 gene:Os05g0499800
gene:Os05g0499600 gene:Os05g0500000
gene:Os05g0499800 gene:Os05g0500000
gene:Os05g0499800 gene:Os05g0500200
gene:Os05g0500000 gene:Os05g0500200
gene:Os05g0506450 gene:Os05g0506600
gene:Os05g0506500 gene:Os05g0506600
gene:Os05g0506500 gene:Os05g0506800
gene:Os05g0506600 gene:Os05g0506800
gene:Os05g0515500 gene:Os05g0515600
gene:Os05g0516600 gene:Os05g0516800
gene:Os05g0524500 gene:Os05g0524550
gene:Os05g0524550 gene:Os05g0524800
gene:Os05g0524732 gene:Os05g0525000
gene:Os05g0524800 gene:Os05g0525400
gene:Os05g0524900 gene:Os05g0525200
gene:Os05g0525000 gene:Os05g0525400
gene:Os05g0525400 gene:Os05g0525600
gene:Os05g0525501 gene:Os05g0525600
gene:Os05g0525501 gene:Os05g0525800
gene:Os05g0525600 gene:Os05g0525800
gene:Os05g0526800 gene:Os05g0526900
gene:Os05g0526800 gene:Os05g0527000
gene:Os05g0526900 gene:Os05g0527000
gene:Os05g0526900 gene:Os05g0527100
gene:Os05g0527000 gene:Os05g0527100
gene:Os05g0527000 gene:Os05g0527600
gene:Os05g0527100 gene:Os05g0527600
gene:Os05g0527200 gene:Os05g0527600
gene:Os05g0527200 gene:Os05g0527800
gene:Os05g0527600 gene:Os05g0527800
gene:Os05g0527700 gene:Os05g0527800
gene:Os05g0527800 gene:Os05g0527900
gene:Os05g0531800 gene:Os05g0532300
gene:Os05g0533200 gene:Os05g0533400
gene:Os05g0533301 gene:Os05g0533400
gene:Os05g0533301 gene:Os05g0533450
gene:Os05g0533400 gene:Os05g0533450
gene:Os05g0535200 gene:Os05g0535300
gene:Os05g0539150 gene:Os05g0539300
gene:Os05g0542800 gene:Os05g0542900
gene:Os05g0543800 gene:Os05g0544900
gene:Os05g0545300 gene:Os05g0545400
