jcvi_default	jcvi_diamond	jcvi_blast	quota_Anchor_diamond	quota_Anchor_blast	jcvi_default_part1	jcvi_default_part2	jcvi_default_part3	jcvi_diamond_part1	jcvi_diamond_part2	jcvi_diamond_part3	jcvi_blast_part1	jcvi_blast_part2	jcvi_blast_part3
gene:Zm00001eb002390_gene:SORBI_3001G518700	gene:Zm00001eb002450_gene:SORBI_3001G518200	gene:Zm00001eb002450_gene:SORBI_3001G518200	gene:Zm00001eb020250_gene:SORBI_3001G334100	gene:Zm00001eb020260_gene:SORBI_3001G333900	gene:Zm00001eb003330_gene:SORBI_3001G509700	gene:Zm00001eb007870_gene:SORBI_3001G467500		gene:Zm00001eb003460_gene:SORBI_3001G508466	gene:Zm00001eb008270_gene:SORBI_3001G471900	gene:Zm00001eb393490_gene:SORBI_3001G330200	gene:Zm00001eb003460_gene:SORBI_3001G508466	gene:Zm00001eb008160_gene:SORBI_3001G470600	gene:Zm00001eb397570_gene:SORBI_3001G418000
gene:Zm00001eb002420_gene:SORBI_3001G518500	gene:Zm00001eb002460_gene:SORBI_3001G518100	gene:Zm00001eb002460_gene:SORBI_3001G518100	gene:Zm00001eb020240_gene:SORBI_3001G334200	gene:Zm00001eb020250_gene:SORBI_3001G334100	gene:Zm00001eb003340_gene:SORBI_3001G509600	gene:Zm00001eb007920_gene:SORBI_3001G468000		gene:Zm00001eb003480_gene:SORBI_3001G508100	gene:Zm00001eb008360_gene:SORBI_3001G472800	gene:Zm00001eb397280_gene:SORBI_3001G412800	gene:Zm00001eb003480_gene:SORBI_3001G508100	gene:Zm00001eb008200_gene:SORBI_3001G471200	gene:Zm00001eb397600_gene:SORBI_3001G420100
gene:Zm00001eb002430_gene:SORBI_3001G518400	gene:Zm00001eb002470_gene:SORBI_3001G518000	gene:Zm00001eb002470_gene:SORBI_3001G518000	gene:Zm00001eb020200_gene:SORBI_3001G334300	gene:Zm00001eb020240_gene:SORBI_3001G334200	gene:Zm00001eb003360_gene:SORBI_3001G509300	gene:Zm00001eb007960_gene:SORBI_3001G468500		gene:Zm00001eb003490_gene:SORBI_3001G508200	gene:Zm00001eb008370_gene:SORBI_3001G473400	gene:Zm00001eb397570_gene:SORBI_3001G418000	gene:Zm00001eb003490_gene:SORBI_3001G508200	gene:Zm00001eb008270_gene:SORBI_3001G471900	gene:Zm00001eb403110_gene:SORBI_3001G508300
gene:Zm00001eb002440_gene:SORBI_3001G518300	gene:Zm00001eb002490_gene:SORBI_3001G517800	gene:Zm00001eb002490_gene:SORBI_3001G517800	gene:Zm00001eb020180_gene:SORBI_3001G334600	gene:Zm00001eb020200_gene:SORBI_3001G334300	gene:Zm00001eb003400_gene:SORBI_3001G509100	gene:Zm00001eb008080_gene:SORBI_3001G469600		gene:Zm00001eb003510_gene:SORBI_3001G507900	gene:Zm00001eb008420_gene:SORBI_3001G460300	gene:Zm00001eb397600_gene:SORBI_3001G420100	gene:Zm00001eb003510_gene:SORBI_3001G507900	gene:Zm00001eb008360_gene:SORBI_3001G472800	gene:Zm00001eb378610_gene:SORBI_3010G016850
gene:Zm00001eb002450_gene:SORBI_3001G518200	gene:Zm00001eb002510_gene:SORBI_3001G517700	gene:Zm00001eb002510_gene:SORBI_3001G517700	gene:Zm00001eb020170_gene:SORBI_3001G334900	gene:Zm00001eb020180_gene:SORBI_3001G334600	gene:Zm00001eb003440_gene:SORBI_3001G508800	gene:Zm00001eb008100_gene:SORBI_3001G469900		gene:Zm00001eb003520_gene:SORBI_3001G507800	gene:Zm00001eb008450_gene:SORBI_3001G460000	gene:Zm00001eb403110_gene:SORBI_3001G508300	gene:Zm00001eb003520_gene:SORBI_3001G507800	gene:Zm00001eb008370_gene:SORBI_3001G473400	gene:Zm00001eb378720_gene:SORBI_3010G015500
gene:Zm00001eb002460_gene:SORBI_3001G518100	gene:Zm00001eb002520_gene:SORBI_3001G517600	gene:Zm00001eb002520_gene:SORBI_3001G517600	gene:Zm00001eb020150_gene:SORBI_3001G335000	gene:Zm00001eb020170_gene:SORBI_3001G334900	gene:Zm00001eb003450_gene:SORBI_3001G508532	gene:Zm00001eb008130_gene:SORBI_3001G470100		gene:Zm00001eb003540_gene:SORBI_3001G507300	gene:Zm00001eb008480_gene:SORBI_3001G459200	gene:Zm00001eb378720_gene:SORBI_3010G015500	gene:Zm00001eb003540_gene:SORBI_3001G507300	gene:Zm00001eb008420_gene:SORBI_3001G460300	gene:Zm00001eb380890_gene:SORBI_3010G121800
gene:Zm00001eb002470_gene:SORBI_3001G518000	gene:Zm00001eb002530_gene:SORBI_3001G517500	gene:Zm00001eb002530_gene:SORBI_3001G517500	gene:Zm00001eb020130_gene:SORBI_3001G335300	gene:Zm00001eb020150_gene:SORBI_3001G335000	gene:Zm00001eb003460_gene:SORBI_3001G508466	gene:Zm00001eb008150_gene:SORBI_3001G470400		gene:Zm00001eb003550_gene:SORBI_3001G507200	gene:Zm00001eb008490_gene:SORBI_3001G458800	gene:Zm00001eb380890_gene:SORBI_3010G121800	gene:Zm00001eb003550_gene:SORBI_3001G507200	gene:Zm00001eb008450_gene:SORBI_3001G460000	
gene:Zm00001eb002480_gene:SORBI_3001G517900	gene:Zm00001eb002540_gene:SORBI_3001G517200	gene:Zm00001eb002540_gene:SORBI_3001G517200	gene:Zm00001eb020120_gene:SORBI_3001G335400	gene:Zm00001eb020130_gene:SORBI_3001G335300	gene:Zm00001eb003480_gene:SORBI_3001G508100	gene:Zm00001eb008160_gene:SORBI_3001G470600		gene:Zm00001eb003580_gene:SORBI_3001G507000	gene:Zm00001eb008500_gene:SORBI_3001G458900		gene:Zm00001eb003580_gene:SORBI_3001G507000	gene:Zm00001eb008480_gene:SORBI_3001G459200	
gene:Zm00001eb002490_gene:SORBI_3001G517800	gene:Zm00001eb002550_gene:SORBI_3001G517100	gene:Zm00001eb002550_gene:SORBI_3001G517100	gene:Zm00001eb020110_gene:SORBI_3001G336050	gene:Zm00001eb020120_gene:SORBI_3001G335400	gene:Zm00001eb003490_gene:SORBI_3001G508200	gene:Zm00001eb008200_gene:SORBI_3001G471200		gene:Zm00001eb003590_gene:SORBI_3001G507100	gene:Zm00001eb008530_gene:SORBI_3001G458400		gene:Zm00001eb003590_gene:SORBI_3001G507100	gene:Zm00001eb008490_gene:SORBI_3001G458800	
gene:Zm00001eb002510_gene:SORBI_3001G517700	gene:Zm00001eb002560_gene:SORBI_3001G516901	gene:Zm00001eb002560_gene:SORBI_3001G516901	gene:Zm00001eb020100_gene:SORBI_3001G336200	gene:Zm00001eb020110_gene:SORBI_3001G336050	gene:Zm00001eb003510_gene:SORBI_3001G507900	gene:Zm00001eb008270_gene:SORBI_3001G471900		gene:Zm00001eb003610_gene:SORBI_3001G506900	gene:Zm00001eb008550_gene:SORBI_3001G458200		gene:Zm00001eb003610_gene:SORBI_3001G506900	gene:Zm00001eb008500_gene:SORBI_3001G458900	
gene:Zm00001eb002520_gene:SORBI_3001G517600	gene:Zm00001eb002570_gene:SORBI_3001G516600	gene:Zm00001eb002570_gene:SORBI_3001G516600	gene:Zm00001eb020090_gene:SORBI_3001G336500	gene:Zm00001eb020100_gene:SORBI_3001G336200	gene:Zm00001eb003520_gene:SORBI_3001G507800	gene:Zm00001eb008360_gene:SORBI_3001G472800		gene:Zm00001eb003630_gene:SORBI_3001G506500	gene:Zm00001eb008570_gene:SORBI_3001G457900		gene:Zm00001eb003630_gene:SORBI_3001G506500	gene:Zm00001eb008530_gene:SORBI_3001G458400	
gene:Zm00001eb002530_gene:SORBI_3001G517500	gene:Zm00001eb002600_gene:SORBI_3001G516200	gene:Zm00001eb002600_gene:SORBI_3001G516200	gene:Zm00001eb020080_gene:SORBI_3001G337500	gene:Zm00001eb020090_gene:SORBI_3001G336500	gene:Zm00001eb003540_gene:SORBI_3001G507300	gene:Zm00001eb008370_gene:SORBI_3001G473400		gene:Zm00001eb003670_gene:SORBI_3001G506000	gene:Zm00001eb008610_gene:SORBI_3001G457000		gene:Zm00001eb003670_gene:SORBI_3001G506000	gene:Zm00001eb008550_gene:SORBI_3001G458200	
gene:Zm00001eb002540_gene:SORBI_3001G517200	gene:Zm00001eb002610_gene:SORBI_3001G516100	gene:Zm00001eb002610_gene:SORBI_3001G516100	gene:Zm00001eb020050_gene:SORBI_3001G338100	gene:Zm00001eb020080_gene:SORBI_3001G337500	gene:Zm00001eb003550_gene:SORBI_3001G507200	gene:Zm00001eb008420_gene:SORBI_3001G460300		gene:Zm00001eb003680_gene:SORBI_3001G505700	gene:Zm00001eb008630_gene:SORBI_3001G456500		gene:Zm00001eb003680_gene:SORBI_3001G505700	gene:Zm00001eb008570_gene:SORBI_3001G457900	
gene:Zm00001eb002550_gene:SORBI_3001G517100	gene:Zm00001eb002620_gene:SORBI_3001G516000	gene:Zm00001eb002620_gene:SORBI_3001G516000	gene:Zm00001eb020040_gene:SORBI_3001G338400	gene:Zm00001eb020050_gene:SORBI_3001G338100	gene:Zm00001eb003580_gene:SORBI_3001G507000	gene:Zm00001eb008450_gene:SORBI_3001G460000		gene:Zm00001eb003690_gene:SORBI_3001G505500	gene:Zm00001eb008660_gene:SORBI_3001G456100		gene:Zm00001eb003690_gene:SORBI_3001G505500	gene:Zm00001eb008610_gene:SORBI_3001G457000	
gene:Zm00001eb002560_gene:SORBI_3001G516901	gene:Zm00001eb002660_gene:SORBI_3001G515800	gene:Zm00001eb002660_gene:SORBI_3001G515800	gene:Zm00001eb020020_gene:SORBI_3001G338500	gene:Zm00001eb020040_gene:SORBI_3001G338400	gene:Zm00001eb003590_gene:SORBI_3001G507100	gene:Zm00001eb008480_gene:SORBI_3001G459200		gene:Zm00001eb003700_gene:SORBI_3001G505300	gene:Zm00001eb008680_gene:SORBI_3001G456000		gene:Zm00001eb003700_gene:SORBI_3001G505300	gene:Zm00001eb008630_gene:SORBI_3001G456500	
gene:Zm00001eb002570_gene:SORBI_3001G516600	gene:Zm00001eb002680_gene:SORBI_3001G515600	gene:Zm00001eb002680_gene:SORBI_3001G515600	gene:Zm00001eb019930_gene:SORBI_3001G338600	gene:Zm00001eb020020_gene:SORBI_3001G338500	gene:Zm00001eb003610_gene:SORBI_3001G506900	gene:Zm00001eb008490_gene:SORBI_3001G458800		gene:Zm00001eb003730_gene:SORBI_3001G505100	gene:Zm00001eb008690_gene:SORBI_3001G455900		gene:Zm00001eb003730_gene:SORBI_3001G505100	gene:Zm00001eb008660_gene:SORBI_3001G456100	
gene:Zm00001eb002600_gene:SORBI_3001G516200	gene:Zm00001eb002690_gene:SORBI_3001G515500	gene:Zm00001eb002690_gene:SORBI_3001G515500	gene:Zm00001eb019920_gene:SORBI_3001G338700	gene:Zm00001eb019930_gene:SORBI_3001G338600	gene:Zm00001eb003630_gene:SORBI_3001G506500	gene:Zm00001eb008500_gene:SORBI_3001G458900		gene:Zm00001eb003760_gene:SORBI_3001G504900	gene:Zm00001eb008700_gene:SORBI_3001G455800		gene:Zm00001eb003760_gene:SORBI_3001G504900	gene:Zm00001eb008680_gene:SORBI_3001G456000	
gene:Zm00001eb002610_gene:SORBI_3001G516100	gene:Zm00001eb002720_gene:SORBI_3001G515300	gene:Zm00001eb002720_gene:SORBI_3001G515300	gene:Zm00001eb019900_gene:SORBI_3001G338800	gene:Zm00001eb019920_gene:SORBI_3001G338700	gene:Zm00001eb003670_gene:SORBI_3001G506000	gene:Zm00001eb008530_gene:SORBI_3001G458400		gene:Zm00001eb003780_gene:SORBI_3001G504400	gene:Zm00001eb008780_gene:SORBI_3001G455000		gene:Zm00001eb003780_gene:SORBI_3001G504400	gene:Zm00001eb008690_gene:SORBI_3001G455900	
gene:Zm00001eb002620_gene:SORBI_3001G516000	gene:Zm00001eb002740_gene:SORBI_3001G514800	gene:Zm00001eb002740_gene:SORBI_3001G514800	gene:Zm00001eb019890_gene:SORBI_3001G339100	gene:Zm00001eb019900_gene:SORBI_3001G338800	gene:Zm00001eb003680_gene:SORBI_3001G505700	gene:Zm00001eb008550_gene:SORBI_3001G458200		gene:Zm00001eb003810_gene:SORBI_3001G504200	gene:Zm00001eb008800_gene:SORBI_3001G454700		gene:Zm00001eb003810_gene:SORBI_3001G504200	gene:Zm00001eb008700_gene:SORBI_3001G455800	
gene:Zm00001eb002660_gene:SORBI_3001G515800	gene:Zm00001eb002760_gene:SORBI_3001G514700	gene:Zm00001eb002760_gene:SORBI_3001G514700	gene:Zm00001eb019880_gene:SORBI_3001G339300	gene:Zm00001eb019890_gene:SORBI_3001G339100	gene:Zm00001eb003690_gene:SORBI_3001G505500	gene:Zm00001eb008570_gene:SORBI_3001G457900		gene:Zm00001eb003830_gene:SORBI_3001G504000	gene:Zm00001eb008930_gene:SORBI_3001G452900		gene:Zm00001eb003830_gene:SORBI_3001G504000	gene:Zm00001eb008780_gene:SORBI_3001G455000	
gene:Zm00001eb002680_gene:SORBI_3001G515600	gene:Zm00001eb002780_gene:SORBI_3001G514400	gene:Zm00001eb002780_gene:SORBI_3001G514400	gene:Zm00001eb019860_gene:SORBI_3001G339400	gene:Zm00001eb019880_gene:SORBI_3001G339300	gene:Zm00001eb003700_gene:SORBI_3001G505300	gene:Zm00001eb008610_gene:SORBI_3001G457000		gene:Zm00001eb003840_gene:SORBI_3001G503900	gene:Zm00001eb009100_gene:SORBI_3001G451400		gene:Zm00001eb003840_gene:SORBI_3001G503900	gene:Zm00001eb008800_gene:SORBI_3001G454700	
gene:Zm00001eb002690_gene:SORBI_3001G515500	gene:Zm00001eb002790_gene:SORBI_3001G514300	gene:Zm00001eb002790_gene:SORBI_3001G514300	gene:Zm00001eb019850_gene:SORBI_3001G339500	gene:Zm00001eb019860_gene:SORBI_3001G339400	gene:Zm00001eb003730_gene:SORBI_3001G505100	gene:Zm00001eb008630_gene:SORBI_3001G456500		gene:Zm00001eb003850_gene:SORBI_3001G503801	gene:Zm00001eb009110_gene:SORBI_3001G451300		gene:Zm00001eb003850_gene:SORBI_3001G503801	gene:Zm00001eb008930_gene:SORBI_3001G452900	
gene:Zm00001eb002700_gene:SORBI_3001G515400	gene:Zm00001eb002810_gene:SORBI_3001G514100	gene:Zm00001eb002810_gene:SORBI_3001G514100	gene:Zm00001eb019840_gene:SORBI_3001G339600	gene:Zm00001eb019850_gene:SORBI_3001G339500	gene:Zm00001eb003760_gene:SORBI_3001G504900	gene:Zm00001eb008660_gene:SORBI_3001G456100		gene:Zm00001eb003860_gene:SORBI_3001G503700	gene:Zm00001eb009140_gene:SORBI_3001G451000		gene:Zm00001eb003860_gene:SORBI_3001G503700	gene:Zm00001eb009100_gene:SORBI_3001G451400	
gene:Zm00001eb002720_gene:SORBI_3001G515300	gene:Zm00001eb002820_gene:SORBI_3001G513800	gene:Zm00001eb002820_gene:SORBI_3001G513800	gene:Zm00001eb019830_gene:SORBI_3001G339801	gene:Zm00001eb019840_gene:SORBI_3001G339600	gene:Zm00001eb003780_gene:SORBI_3001G504400	gene:Zm00001eb008680_gene:SORBI_3001G456000		gene:Zm00001eb003890_gene:SORBI_3001G503300	gene:Zm00001eb009170_gene:SORBI_3001G450700		gene:Zm00001eb003890_gene:SORBI_3001G503300	gene:Zm00001eb009110_gene:SORBI_3001G451300	
gene:Zm00001eb002740_gene:SORBI_3001G514800	gene:Zm00001eb002830_gene:SORBI_3001G513700	gene:Zm00001eb002830_gene:SORBI_3001G513700	gene:Zm00001eb019800_gene:SORBI_3001G340000	gene:Zm00001eb019830_gene:SORBI_3001G339801	gene:Zm00001eb003810_gene:SORBI_3001G504200	gene:Zm00001eb008690_gene:SORBI_3001G455900		gene:Zm00001eb003910_gene:SORBI_3001G503100	gene:Zm00001eb009240_gene:SORBI_3001G450600		gene:Zm00001eb003910_gene:SORBI_3001G503100	gene:Zm00001eb009140_gene:SORBI_3001G451000	
gene:Zm00001eb002760_gene:SORBI_3001G514700	gene:Zm00001eb002850_gene:SORBI_3001G513600	gene:Zm00001eb002850_gene:SORBI_3001G513600	gene:Zm00001eb019780_gene:SORBI_3001G340200	gene:Zm00001eb019800_gene:SORBI_3001G340000	gene:Zm00001eb003820_gene:SORBI_3001G504100	gene:Zm00001eb008700_gene:SORBI_3001G455800		gene:Zm00001eb003960_gene:SORBI_3001G502700	gene:Zm00001eb009270_gene:SORBI_3001G450400		gene:Zm00001eb003960_gene:SORBI_3001G502700	gene:Zm00001eb009170_gene:SORBI_3001G450700	
gene:Zm00001eb002780_gene:SORBI_3001G514400	gene:Zm00001eb002860_gene:SORBI_3001G513400	gene:Zm00001eb002860_gene:SORBI_3001G513400	gene:Zm00001eb019770_gene:SORBI_3001G340300	gene:Zm00001eb019780_gene:SORBI_3001G340200	gene:Zm00001eb003830_gene:SORBI_3001G504000	gene:Zm00001eb008780_gene:SORBI_3001G455000		gene:Zm00001eb003970_gene:SORBI_3001G502600	gene:Zm00001eb009360_gene:SORBI_3001G449500		gene:Zm00001eb003970_gene:SORBI_3001G502600	gene:Zm00001eb009240_gene:SORBI_3001G450600	
gene:Zm00001eb002790_gene:SORBI_3001G514300	gene:Zm00001eb002870_gene:SORBI_3001G513300	gene:Zm00001eb002870_gene:SORBI_3001G513300	gene:Zm00001eb019720_gene:SORBI_3001G340600	gene:Zm00001eb019770_gene:SORBI_3001G340300	gene:Zm00001eb003840_gene:SORBI_3001G503900	gene:Zm00001eb008800_gene:SORBI_3001G454700		gene:Zm00001eb004000_gene:SORBI_3001G502400	gene:Zm00001eb009370_gene:SORBI_3001G449400		gene:Zm00001eb004000_gene:SORBI_3001G502400	gene:Zm00001eb009270_gene:SORBI_3001G450400	
gene:Zm00001eb002800_gene:SORBI_3001G514200	gene:Zm00001eb002920_gene:SORBI_3001G513100	gene:Zm00001eb002920_gene:SORBI_3001G513100	gene:Zm00001eb019700_gene:SORBI_3001G340700	gene:Zm00001eb019720_gene:SORBI_3001G340600	gene:Zm00001eb003850_gene:SORBI_3001G503801	gene:Zm00001eb008830_gene:SORBI_3001G453900		gene:Zm00001eb004020_gene:SORBI_3001G502300	gene:Zm00001eb009380_gene:SORBI_3001G449300		gene:Zm00001eb004020_gene:SORBI_3001G502300	gene:Zm00001eb009360_gene:SORBI_3001G449500	
gene:Zm00001eb002810_gene:SORBI_3001G514100	gene:Zm00001eb002930_gene:SORBI_3001G513000	gene:Zm00001eb002930_gene:SORBI_3001G513000	gene:Zm00001eb019680_gene:SORBI_3001G341100	gene:Zm00001eb019700_gene:SORBI_3001G340700	gene:Zm00001eb003860_gene:SORBI_3001G503700	gene:Zm00001eb008930_gene:SORBI_3001G452900		gene:Zm00001eb004100_gene:SORBI_3001G502100	gene:Zm00001eb009400_gene:SORBI_3001G449100		gene:Zm00001eb004100_gene:SORBI_3001G502100	gene:Zm00001eb009370_gene:SORBI_3001G449400	
gene:Zm00001eb002820_gene:SORBI_3001G513800	gene:Zm00001eb002940_gene:SORBI_3001G512900	gene:Zm00001eb002940_gene:SORBI_3001G512900	gene:Zm00001eb019660_gene:SORBI_3001G341200	gene:Zm00001eb019680_gene:SORBI_3001G341100	gene:Zm00001eb003890_gene:SORBI_3001G503300	gene:Zm00001eb009090_gene:SORBI_3001G451500		gene:Zm00001eb004120_gene:SORBI_3001G501900	gene:Zm00001eb009460_gene:SORBI_3001G448700		gene:Zm00001eb004120_gene:SORBI_3001G501900	gene:Zm00001eb009380_gene:SORBI_3001G449300	
gene:Zm00001eb002830_gene:SORBI_3001G513700	gene:Zm00001eb002960_gene:SORBI_3001G512800	gene:Zm00001eb002960_gene:SORBI_3001G512800	gene:Zm00001eb019650_gene:SORBI_3001G341300	gene:Zm00001eb019660_gene:SORBI_3001G341200	gene:Zm00001eb003910_gene:SORBI_3001G503100	gene:Zm00001eb009100_gene:SORBI_3001G451400		gene:Zm00001eb004150_gene:SORBI_3001G501701	gene:Zm00001eb009490_gene:SORBI_3001G447800		gene:Zm00001eb004150_gene:SORBI_3001G501701	gene:Zm00001eb009400_gene:SORBI_3001G449100	
gene:Zm00001eb002840_gene:SORBI_3001G513600	gene:Zm00001eb003020_gene:SORBI_3001G512600	gene:Zm00001eb003020_gene:SORBI_3001G512600	gene:Zm00001eb019640_gene:SORBI_3001G341400	gene:Zm00001eb019650_gene:SORBI_3001G341300	gene:Zm00001eb003960_gene:SORBI_3001G502700	gene:Zm00001eb009110_gene:SORBI_3001G451300		gene:Zm00001eb004160_gene:SORBI_3001G501400	gene:Zm00001eb009510_gene:SORBI_3001G447600		gene:Zm00001eb004160_gene:SORBI_3001G501400	gene:Zm00001eb009460_gene:SORBI_3001G448700	
gene:Zm00001eb002860_gene:SORBI_3001G513400	gene:Zm00001eb003030_gene:SORBI_3001G512500	gene:Zm00001eb003030_gene:SORBI_3001G512500	gene:Zm00001eb019630_gene:SORBI_3001G341500	gene:Zm00001eb019640_gene:SORBI_3001G341400	gene:Zm00001eb003970_gene:SORBI_3001G502600	gene:Zm00001eb009140_gene:SORBI_3001G451000		gene:Zm00001eb004210_gene:SORBI_3001G500800	gene:Zm00001eb009550_gene:SORBI_3001G447400		gene:Zm00001eb004210_gene:SORBI_3001G500800	gene:Zm00001eb009490_gene:SORBI_3001G447800	
gene:Zm00001eb002870_gene:SORBI_3001G513300	gene:Zm00001eb003070_gene:SORBI_3001G512300	gene:Zm00001eb003070_gene:SORBI_3001G512300	gene:Zm00001eb019620_gene:SORBI_3001G341600	gene:Zm00001eb019630_gene:SORBI_3001G341500	gene:Zm00001eb004000_gene:SORBI_3001G502400	gene:Zm00001eb009170_gene:SORBI_3001G450700		gene:Zm00001eb004240_gene:SORBI_3001G500600	gene:Zm00001eb009570_gene:SORBI_3001G447100		gene:Zm00001eb004240_gene:SORBI_3001G500600	gene:Zm00001eb009510_gene:SORBI_3001G447600	
gene:Zm00001eb002920_gene:SORBI_3001G513100	gene:Zm00001eb003080_gene:SORBI_3001G512200	gene:Zm00001eb003080_gene:SORBI_3001G512200	gene:Zm00001eb019600_gene:SORBI_3001G341700	gene:Zm00001eb019620_gene:SORBI_3001G341600	gene:Zm00001eb004020_gene:SORBI_3001G502300	gene:Zm00001eb009240_gene:SORBI_3001G450600		gene:Zm00001eb004250_gene:SORBI_3001G500400	gene:Zm00001eb009660_gene:SORBI_3001G446000		gene:Zm00001eb004250_gene:SORBI_3001G500400	gene:Zm00001eb009550_gene:SORBI_3001G447400	
gene:Zm00001eb002930_gene:SORBI_3001G513000	gene:Zm00001eb003090_gene:SORBI_3001G512100	gene:Zm00001eb003090_gene:SORBI_3001G512100	gene:Zm00001eb019590_gene:SORBI_3001G341800	gene:Zm00001eb019600_gene:SORBI_3001G341700	gene:Zm00001eb004100_gene:SORBI_3001G502000	gene:Zm00001eb009250_gene:SORBI_3001G450500		gene:Zm00001eb004260_gene:SORBI_3001G499900	gene:Zm00001eb009880_gene:SORBI_3001G445100		gene:Zm00001eb004260_gene:SORBI_3001G499900	gene:Zm00001eb009570_gene:SORBI_3001G447100	
gene:Zm00001eb002940_gene:SORBI_3001G512900	gene:Zm00001eb003110_gene:SORBI_3001G512000	gene:Zm00001eb003110_gene:SORBI_3001G512000	gene:Zm00001eb019580_gene:SORBI_3001G341900	gene:Zm00001eb019590_gene:SORBI_3001G341800	gene:Zm00001eb004120_gene:SORBI_3001G501900	gene:Zm00001eb009270_gene:SORBI_3001G450400		gene:Zm00001eb004300_gene:SORBI_3001G499400	gene:Zm00001eb009960_gene:SORBI_3001G444300		gene:Zm00001eb004300_gene:SORBI_3001G499400	gene:Zm00001eb009660_gene:SORBI_3001G446000	
gene:Zm00001eb002960_gene:SORBI_3001G512800	gene:Zm00001eb003120_gene:SORBI_3001G511400	gene:Zm00001eb003120_gene:SORBI_3001G511400	gene:Zm00001eb019530_gene:SORBI_3001G342600	gene:Zm00001eb019580_gene:SORBI_3001G341900	gene:Zm00001eb004150_gene:SORBI_3001G501701	gene:Zm00001eb009360_gene:SORBI_3001G449500		gene:Zm00001eb004310_gene:SORBI_3001G499300	gene:Zm00001eb010020_gene:SORBI_3001G443300		gene:Zm00001eb004310_gene:SORBI_3001G499300	gene:Zm00001eb009880_gene:SORBI_3001G445100	
gene:Zm00001eb003020_gene:SORBI_3001G512600	gene:Zm00001eb003130_gene:SORBI_3001G511300	gene:Zm00001eb003130_gene:SORBI_3001G511300	gene:Zm00001eb019520_gene:SORBI_3001G342900	gene:Zm00001eb019530_gene:SORBI_3001G342600	gene:Zm00001eb004160_gene:SORBI_3001G501400	gene:Zm00001eb009370_gene:SORBI_3001G449400		gene:Zm00001eb004320_gene:SORBI_3001G499200	gene:Zm00001eb010030_gene:SORBI_3001G443200		gene:Zm00001eb004320_gene:SORBI_3001G499200	gene:Zm00001eb009960_gene:SORBI_3001G444300	
gene:Zm00001eb003030_gene:SORBI_3001G512500	gene:Zm00001eb003140_gene:SORBI_3001G511200	gene:Zm00001eb003140_gene:SORBI_3001G511200	gene:Zm00001eb019510_gene:SORBI_3001G343000	gene:Zm00001eb019520_gene:SORBI_3001G342900	gene:Zm00001eb004210_gene:SORBI_3001G500800	gene:Zm00001eb009380_gene:SORBI_3001G449300		gene:Zm00001eb004340_gene:SORBI_3001G499100	gene:Zm00001eb010050_gene:SORBI_3001G443000		gene:Zm00001eb004340_gene:SORBI_3001G499100	gene:Zm00001eb010020_gene:SORBI_3001G443300	
gene:Zm00001eb003070_gene:SORBI_3001G512300	gene:Zm00001eb003150_gene:SORBI_3001G511100	gene:Zm00001eb003150_gene:SORBI_3001G511100	gene:Zm00001eb019480_gene:SORBI_3001G343832	gene:Zm00001eb019510_gene:SORBI_3001G343000	gene:Zm00001eb004240_gene:SORBI_3001G500600	gene:Zm00001eb009400_gene:SORBI_3001G449100		gene:Zm00001eb004370_gene:SORBI_3001G498600	gene:Zm00001eb010110_gene:SORBI_3001G442500		gene:Zm00001eb004370_gene:SORBI_3001G498600	gene:Zm00001eb010030_gene:SORBI_3001G443200	
gene:Zm00001eb003080_gene:SORBI_3001G512200	gene:Zm00001eb003170_gene:SORBI_3001G511000	gene:Zm00001eb003170_gene:SORBI_3001G511000	gene:Zm00001eb019470_gene:SORBI_3001G343900	gene:Zm00001eb019480_gene:SORBI_3001G343832	gene:Zm00001eb004250_gene:SORBI_3001G500400	gene:Zm00001eb009460_gene:SORBI_3001G448700		gene:Zm00001eb004390_gene:SORBI_3001G498500	gene:Zm00001eb010160_gene:SORBI_3001G441600		gene:Zm00001eb004390_gene:SORBI_3001G498500	gene:Zm00001eb010050_gene:SORBI_3001G443000	
gene:Zm00001eb003090_gene:SORBI_3001G512100	gene:Zm00001eb003180_gene:SORBI_3001G510800	gene:Zm00001eb003180_gene:SORBI_3001G510800	gene:Zm00001eb019460_gene:SORBI_3001G344000	gene:Zm00001eb019470_gene:SORBI_3001G343900	gene:Zm00001eb004260_gene:SORBI_3001G499900	gene:Zm00001eb009490_gene:SORBI_3001G447800		gene:Zm00001eb004400_gene:SORBI_3001G498400	gene:Zm00001eb010170_gene:SORBI_3001G441500		gene:Zm00001eb004400_gene:SORBI_3001G498400	gene:Zm00001eb010110_gene:SORBI_3001G442500	
gene:Zm00001eb003110_gene:SORBI_3001G512000	gene:Zm00001eb003190_gene:SORBI_3001G510700	gene:Zm00001eb003190_gene:SORBI_3001G510700	gene:Zm00001eb019450_gene:SORBI_3001G344300	gene:Zm00001eb019460_gene:SORBI_3001G344000	gene:Zm00001eb004280_gene:SORBI_3001G499800	gene:Zm00001eb009510_gene:SORBI_3001G447600		gene:Zm00001eb004430_gene:SORBI_3001G498100	gene:Zm00001eb010190_gene:SORBI_3001G441400		gene:Zm00001eb004430_gene:SORBI_3001G498100	gene:Zm00001eb010160_gene:SORBI_3001G441600	
