PoaAnPa1Ag000050 PoaAnPa1Ag000060
PoaAnPa1Ag055080 PoaAnPa1Ag055150
PoaAnPa1Ag055380 PoaAnPa1Ag055390
PoaAnPa1Ag055430 PoaAnPa1Ag055470
PoaAnPa1Ag055560 PoaAnPa1Ag055600
PoaAnPa1Ag055990 PoaAnPa1Ag055970
PoaAnPa1Ag055990 PoaAnPa1Ag055980
PoaAnPa1Ag055970 PoaAnPa1Ag055980
PoaAnPa1Ag056240 PoaAnPa1Ag056250
PoaAnPa1Ag056380 PoaAnPa1Ag056410
PoaAnPa1Ag056380 PoaAnPa1Ag056390
PoaAnPa1Ag056410 PoaAnPa1Ag056390
PoaAnPa1Ag056400 PoaAnPa1Ag056430
PoaAnPa1Ag056400 PoaAnPa1Ag056440
PoaAnPa1Ag056430 PoaAnPa1Ag056440
PoaAnPa1Ag056800 PoaAnPa1Ag056810
PoaAnPa1Ag057380 PoaAnPa1Ag057390
PoaAnPa1Ag058030 PoaAnPa1Ag058120
PoaAnPa1Ag058120 PoaAnPa1Ag058070
PoaAnPa1Ag058120 PoaAnPa1Ag058130
PoaAnPa1Ag058070 PoaAnPa1Ag058130
PoaAnPa1Ag058130 PoaAnPa1Ag058170
PoaAnPa1Ag058170 PoaAnPa1Ag058230
PoaAnPa1Ag058230 PoaAnPa1Ag058240
PoaAnPa1Ag058250 PoaAnPa1Ag058260
PoaAnPa1Ag058250 PoaAnPa1Ag058270
PoaAnPa1Ag058260 PoaAnPa1Ag058270
PoaAnPa1Ag058660 PoaAnPa1Ag058670
PoaAnPa1Ag058690 PoaAnPa1Ag058700
PoaAnPa1Ag058690 PoaAnPa1Ag058710
PoaAnPa1Ag058800 PoaAnPa1Ag058860
PoaAnPa1Ag058860 PoaAnPa1Ag058870
PoaAnPa1Ag058870 PoaAnPa1Ag058880
PoaAnPa1Ag058880 PoaAnPa1Ag058930
PoaAnPa1Ag058940 PoaAnPa1Ag058960
PoaAnPa1Ag058980 PoaAnPa1Ag059010
PoaAnPa1Ag059110 PoaAnPa1Ag059130
PoaAnPa1Ag059110 PoaAnPa1Ag059120
PoaAnPa1Ag059130 PoaAnPa1Ag059120
PoaAnPa1Ag059150 PoaAnPa1Ag059190
PoaAnPa1Ag059240 PoaAnPa1Ag059250
PoaAnPa1Ag059300 PoaAnPa1Ag059320
PoaAnPa1Ag059310 PoaAnPa1Ag059320
PoaAnPa1Ag059430 PoaAnPa1Ag059450
PoaAnPa1Ag059490 PoaAnPa1Ag059500
PoaAnPa1Ag059860 PoaAnPa1Ag059870
PoaAnPa1Ag059860 PoaAnPa1Ag059850
PoaAnPa1Ag059870 PoaAnPa1Ag059850
PoaAnPa1Ag060000 PoaAnPa1Ag060010
PoaAnPa1Ag060160 PoaAnPa1Ag060170
PoaAnPa1Ag060170 PoaAnPa1Ag060200
PoaAnPa1Ag060260 PoaAnPa1Ag060270
PoaAnPa1Ag060390 PoaAnPa1Ag060400
PoaAnPa1Ag060440 PoaAnPa1Ag060450
PoaAnPa1Ag060590 PoaAnPa1Ag060560
PoaAnPa1Ag060710 PoaAnPa1Ag060760
PoaAnPa1Ag060700 PoaAnPa1Ag060750
PoaAnPa1Ag060700 PoaAnPa1Ag060730
PoaAnPa1Ag060840 PoaAnPa1Ag060850
PoaAnPa1Ag060880 PoaAnPa1Ag060910
PoaAnPa1Ag060960 PoaAnPa1Ag060970
PoaAnPa1Ag061100 PoaAnPa1Ag061110
PoaAnPa1Ag061150 PoaAnPa1Ag061200
PoaAnPa1Ag061200 PoaAnPa1Ag061210
PoaAnPa1Ag061200 PoaAnPa1Ag061220
PoaAnPa1Ag061210 PoaAnPa1Ag061220
PoaAnPa1Ag061210 PoaAnPa1Ag061250
PoaAnPa1Ag061220 PoaAnPa1Ag061250
PoaAnPa1Ag061280 PoaAnPa1Ag061350
PoaAnPa1Ag061330 PoaAnPa1Ag061340
PoaAnPa1Ag061340 PoaAnPa1Ag061320
PoaAnPa1Ag061310 PoaAnPa1Ag061400
PoaAnPa1Ag061550 PoaAnPa1Ag061660
PoaAnPa1Ag061660 PoaAnPa1Ag061650
PoaAnPa1Ag061680 PoaAnPa1Ag061630
PoaAnPa1Ag061670 PoaAnPa1Ag061630
PoaAnPa1Ag061790 PoaAnPa1Ag061800
PoaAnPa1Ag062060 PoaAnPa1Ag062070
PoaAnPa1Ag062100 PoaAnPa1Ag062140
PoaAnPa1Ag062160 PoaAnPa1Ag062200
PoaAnPa1Ag062140 PoaAnPa1Ag062170
PoaAnPa1Ag062200 PoaAnPa1Ag062210
PoaAnPa1Ag062210 PoaAnPa1Ag062240
PoaAnPa1Ag062180 PoaAnPa1Ag062230
PoaAnPa1Ag062280 PoaAnPa1Ag062330
PoaAnPa1Ag062280 PoaAnPa1Ag062290
PoaAnPa1Ag062330 PoaAnPa1Ag062290
PoaAnPa1Ag062310 PoaAnPa1Ag062320
PoaAnPa1Ag062460 PoaAnPa1Ag062440
PoaAnPa1Ag062440 PoaAnPa1Ag062450
PoaAnPa1Ag062560 PoaAnPa1Ag062660
PoaAnPa1Ag062740 PoaAnPa1Ag062750
PoaAnPa1Ag062740 PoaAnPa1Ag062760
PoaAnPa1Ag062750 PoaAnPa1Ag062760
PoaAnPa1Ag062750 PoaAnPa1Ag062770
PoaAnPa1Ag062760 PoaAnPa1Ag062770
PoaAnPa1Ag062780 PoaAnPa1Ag062790
PoaAnPa1Ag062820 PoaAnPa1Ag062830
PoaAnPa1Ag062830 PoaAnPa1Ag062880
PoaAnPa1Ag062830 PoaAnPa1Ag062890
PoaAnPa1Ag062880 PoaAnPa1Ag062890
PoaAnPa1Ag062880 PoaAnPa1Ag062900
PoaAnPa1Ag062890 PoaAnPa1Ag062900
PoaAnPa1Ag062900 PoaAnPa1Ag062940
PoaAnPa1Ag062900 PoaAnPa1Ag062950
PoaAnPa1Ag062940 PoaAnPa1Ag062950
PoaAnPa1Ag062940 PoaAnPa1Ag062960
PoaAnPa1Ag062960 PoaAnPa1Ag063000
PoaAnPa1Ag063000 PoaAnPa1Ag062970
PoaAnPa1Ag063000 PoaAnPa1Ag062980
PoaAnPa1Ag062970 PoaAnPa1Ag062980
PoaAnPa1Ag063060 PoaAnPa1Ag063070
PoaAnPa1Ag063170 PoaAnPa1Ag063210
PoaAnPa1Ag063200 PoaAnPa1Ag063220
PoaAnPa1Ag063140 PoaAnPa1Ag063150
PoaAnPa1Ag063210 PoaAnPa1Ag063230
PoaAnPa1Ag063220 PoaAnPa1Ag063180
PoaAnPa1Ag063230 PoaAnPa1Ag063240
PoaAnPa1Ag063240 PoaAnPa1Ag063190
PoaAnPa1Ag063240 PoaAnPa1Ag063160
PoaAnPa1Ag063190 PoaAnPa1Ag063160
PoaAnPa1Ag063160 PoaAnPa1Ag063250
PoaAnPa1Ag063530 PoaAnPa1Ag063550
PoaAnPa1Ag063620 PoaAnPa1Ag063630
PoaAnPa1Ag063880 PoaAnPa1Ag063920
PoaAnPa1Ag064070 PoaAnPa1Ag064060
PoaAnPa1Ag064150 PoaAnPa1Ag064120
PoaAnPa1Ag064330 PoaAnPa1Ag064360
PoaAnPa1Ag064410 PoaAnPa1Ag064400
PoaAnPa1Ag064360 PoaAnPa1Ag064380
PoaAnPa1Ag064370 PoaAnPa1Ag064390
PoaAnPa1Ag064380 PoaAnPa1Ag064430
PoaAnPa1Ag064590 PoaAnPa1Ag064470
PoaAnPa1Ag064510 PoaAnPa1Ag064630
PoaAnPa1Ag064710 PoaAnPa1Ag064760
PoaAnPa1Ag064800 PoaAnPa1Ag064810
PoaAnPa1Ag064940 PoaAnPa1Ag064950
PoaAnPa1Ag065170 PoaAnPa1Ag065160
PoaAnPa1Ag065170 PoaAnPa1Ag065230
PoaAnPa1Ag065160 PoaAnPa1Ag065230
PoaAnPa1Ag065270 PoaAnPa1Ag065240
PoaAnPa1Ag065180 PoaAnPa1Ag065190
PoaAnPa1Ag065340 PoaAnPa1Ag065310
PoaAnPa1Ag065430 PoaAnPa1Ag065440
PoaAnPa1Ag065600 PoaAnPa1Ag065560
PoaAnPa1Ag065700 PoaAnPa1Ag065740
PoaAnPa1Ag065700 PoaAnPa1Ag065750
PoaAnPa1Ag065740 PoaAnPa1Ag065750
PoaAnPa1Ag065880 PoaAnPa1Ag065960
PoaAnPa1Ag065960 PoaAnPa1Ag065980
PoaAnPa1Ag066000 PoaAnPa1Ag065980
PoaAnPa1Ag066030 PoaAnPa1Ag066020
PoaAnPa1Ag066020 PoaAnPa1Ag066070
PoaAnPa1Ag066170 PoaAnPa1Ag066160
PoaAnPa1Ag066210 PoaAnPa1Ag066240
PoaAnPa1Ag066400 PoaAnPa1Ag066420
PoaAnPa1Ag066400 PoaAnPa1Ag066410
PoaAnPa1Ag066370 PoaAnPa1Ag066530
PoaAnPa1Ag066430 PoaAnPa1Ag066380
PoaAnPa1Ag066600 PoaAnPa1Ag066590
PoaAnPa1Ag066550 PoaAnPa1Ag066560
PoaAnPa1Ag066610 PoaAnPa1Ag066690
PoaAnPa1Ag066640 PoaAnPa1Ag066650
PoaAnPa1Ag066760 PoaAnPa1Ag066750
PoaAnPa1Ag066720 PoaAnPa1Ag066820
PoaAnPa1Ag066720 PoaAnPa1Ag066830
PoaAnPa1Ag066820 PoaAnPa1Ag066790
PoaAnPa1Ag066810 PoaAnPa1Ag066890
PoaAnPa1Ag066890 PoaAnPa1Ag066870
PoaAnPa1Ag067010 PoaAnPa1Ag067020
PoaAnPa1Ag067180 PoaAnPa1Ag067170
PoaAnPa1Ag067190 PoaAnPa1Ag067230
PoaAnPa1Ag067380 PoaAnPa1Ag067400
PoaAnPa1Ag067500 PoaAnPa1Ag067450
PoaAnPa1Ag067510 PoaAnPa1Ag067470
PoaAnPa1Ag067660 PoaAnPa1Ag067670
PoaAnPa1Ag067690 PoaAnPa1Ag067700
PoaAnPa1Ag067700 PoaAnPa1Ag067680
PoaAnPa1Ag067680 PoaAnPa1Ag067830
PoaAnPa1Ag067760 PoaAnPa1Ag067780
PoaAnPa1Ag067920 PoaAnPa1Ag067930
PoaAnPa1Ag067940 PoaAnPa1Ag067980
PoaAnPa1Ag068130 PoaAnPa1Ag068050
PoaAnPa1Ag068290 PoaAnPa1Ag068300
PoaAnPa1Ag068490 PoaAnPa1Ag068550
PoaAnPa1Ag068460 PoaAnPa1Ag068470
PoaAnPa1Ag068600 PoaAnPa1Ag068610
PoaAnPa1Ag068600 PoaAnPa1Ag068620
PoaAnPa1Ag068610 PoaAnPa1Ag068620
PoaAnPa1Ag068940 PoaAnPa1Ag068920
PoaAnPa1Ag068990 PoaAnPa1Ag069090
PoaAnPa1Ag069010 PoaAnPa1Ag069050
PoaAnPa1Ag069090 PoaAnPa1Ag069070
PoaAnPa1Ag069200 PoaAnPa1Ag069170
PoaAnPa1Ag069410 PoaAnPa1Ag069420
PoaAnPa1Ag069390 PoaAnPa1Ag069400
PoaAnPa1Ag069450 PoaAnPa1Ag069430
PoaAnPa1Ag069450 PoaAnPa1Ag069440
PoaAnPa1Ag069430 PoaAnPa1Ag069440
PoaAnPa1Ag069550 PoaAnPa1Ag069620
PoaAnPa1Ag069550 PoaAnPa1Ag069740
PoaAnPa1Ag069680 PoaAnPa1Ag069630
PoaAnPa1Ag069720 PoaAnPa1Ag069750
PoaAnPa1Ag069810 PoaAnPa1Ag069800
PoaAnPa1Bg070310 PoaAnPa1Bg070340
PoaAnPa1Bg070310 PoaAnPa1Bg070380
PoaAnPa1Bg070340 PoaAnPa1Bg070380
PoaAnPa1Bg070350 PoaAnPa1Bg070360
PoaAnPa1Bg070350 PoaAnPa1Bg070370
PoaAnPa1Bg070360 PoaAnPa1Bg070370
PoaAnPa1Bg070390 PoaAnPa1Bg070410
PoaAnPa1Bg070740 PoaAnPa1Bg070750
PoaAnPa1Bg070740 PoaAnPa1Bg070760
PoaAnPa1Bg070750 PoaAnPa1Bg070760
PoaAnPa1Bg070910 PoaAnPa1Bg070880
PoaAnPa1Bg070940 PoaAnPa1Bg070930
PoaAnPa1Bg071190 PoaAnPa1Bg071070
PoaAnPa1Bg071230 PoaAnPa1Bg071250
PoaAnPa1Bg071410 PoaAnPa1Bg071420
PoaAnPa1Bg071510 PoaAnPa1Bg071500
PoaAnPa1Bg071590 PoaAnPa1Bg071600
PoaAnPa1Bg071550 PoaAnPa1Bg071560
PoaAnPa1Bg071840 PoaAnPa1Bg071850
PoaAnPa1Bg071930 PoaAnPa1Bg071940
PoaAnPa1Bg072030 PoaAnPa1Bg072050
PoaAnPa1Bg072040 PoaAnPa1Bg072050
PoaAnPa1Bg072220 PoaAnPa1Bg072230
PoaAnPa1Bg072220 PoaAnPa1Bg072280
PoaAnPa1Bg072230 PoaAnPa1Bg072280
PoaAnPa1Bg072280 PoaAnPa1Bg072250
PoaAnPa1Bg072330 PoaAnPa1Bg072340
PoaAnPa1Bg072370 PoaAnPa1Bg072460
PoaAnPa1Bg072430 PoaAnPa1Bg072420
PoaAnPa1Bg072510 PoaAnPa1Bg072560
PoaAnPa1Bg072520 PoaAnPa1Bg072570
PoaAnPa1Bg072530 PoaAnPa1Bg072570
PoaAnPa1Bg072560 PoaAnPa1Bg072610
PoaAnPa1Bg072570 PoaAnPa1Bg072600
PoaAnPa1Bg072680 PoaAnPa1Bg072720
PoaAnPa1Bg072710 PoaAnPa1Bg072790
PoaAnPa1Bg072890 PoaAnPa1Bg072900
PoaAnPa1Bg072950 PoaAnPa1Bg072960
PoaAnPa1Bg072950 PoaAnPa1Bg072970
PoaAnPa1Bg072960 PoaAnPa1Bg072970
PoaAnPa1Bg072960 PoaAnPa1Bg072910
PoaAnPa1Bg072970 PoaAnPa1Bg072910
PoaAnPa1Bg072970 PoaAnPa1Bg072920
PoaAnPa1Bg072910 PoaAnPa1Bg072920
PoaAnPa1Bg072910 PoaAnPa1Bg073000
PoaAnPa1Bg072920 PoaAnPa1Bg073000
PoaAnPa1Bg072920 PoaAnPa1Bg072930
PoaAnPa1Bg073000 PoaAnPa1Bg072940
PoaAnPa1Bg072930 PoaAnPa1Bg072940
PoaAnPa1Bg072930 PoaAnPa1Bg073010
PoaAnPa1Bg072940 PoaAnPa1Bg073090
PoaAnPa1Bg072940 PoaAnPa1Bg073010
PoaAnPa1Bg073090 PoaAnPa1Bg073100
PoaAnPa1Bg073090 PoaAnPa1Bg073010
PoaAnPa1Bg073100 PoaAnPa1Bg073010
PoaAnPa1Bg073100 PoaAnPa1Bg073120
PoaAnPa1Bg073010 PoaAnPa1Bg073020
PoaAnPa1Bg073010 PoaAnPa1Bg073110
PoaAnPa1Bg073020 PoaAnPa1Bg073110
PoaAnPa1Bg073020 PoaAnPa1Bg073030
PoaAnPa1Bg073110 PoaAnPa1Bg073040
PoaAnPa1Bg073120 PoaAnPa1Bg073030
PoaAnPa1Bg073120 PoaAnPa1Bg073140
PoaAnPa1Bg073030 PoaAnPa1Bg073040
PoaAnPa1Bg073030 PoaAnPa1Bg073130
PoaAnPa1Bg073040 PoaAnPa1Bg073130
PoaAnPa1Bg073040 PoaAnPa1Bg073050
PoaAnPa1Bg073130 PoaAnPa1Bg073050
PoaAnPa1Bg073140 PoaAnPa1Bg073050
PoaAnPa1Bg073140 PoaAnPa1Bg073160
PoaAnPa1Bg073050 PoaAnPa1Bg073060
PoaAnPa1Bg073050 PoaAnPa1Bg073150
PoaAnPa1Bg073060 PoaAnPa1Bg073150
PoaAnPa1Bg073060 PoaAnPa1Bg073070
PoaAnPa1Bg073150 PoaAnPa1Bg073160
PoaAnPa1Bg073150 PoaAnPa1Bg073070
PoaAnPa1Bg073160 PoaAnPa1Bg073070
PoaAnPa1Bg073220 PoaAnPa1Bg073260
PoaAnPa1Bg073320 PoaAnPa1Bg073360
PoaAnPa1Bg073340 PoaAnPa1Bg073350
PoaAnPa1Bg073340 PoaAnPa1Bg073330
PoaAnPa1Bg073350 PoaAnPa1Bg073330
PoaAnPa1Bg073520 PoaAnPa1Bg073530
PoaAnPa1Bg073510 PoaAnPa1Bg073460
PoaAnPa1Bg073610 PoaAnPa1Bg073620
PoaAnPa1Bg073610 PoaAnPa1Bg073630
PoaAnPa1Bg073620 PoaAnPa1Bg073630
PoaAnPa1Bg073620 PoaAnPa1Bg073640
PoaAnPa1Bg073630 PoaAnPa1Bg073640
PoaAnPa1Bg073630 PoaAnPa1Bg073550
PoaAnPa1Bg073640 PoaAnPa1Bg073550
PoaAnPa1Bg073640 PoaAnPa1Bg073560
PoaAnPa1Bg073550 PoaAnPa1Bg073560
PoaAnPa1Bg073920 PoaAnPa1Bg073980
PoaAnPa1Bg073930 PoaAnPa1Bg073950
PoaAnPa1Bg073930 PoaAnPa1Bg073940
PoaAnPa1Bg073950 PoaAnPa1Bg073940
PoaAnPa1Bg073940 PoaAnPa1Bg074000
PoaAnPa1Bg073940 PoaAnPa1Bg074050
PoaAnPa1Bg074000 PoaAnPa1Bg074050
PoaAnPa1Bg074090 PoaAnPa1Bg074070
PoaAnPa1Bg074130 PoaAnPa1Bg074140
PoaAnPa1Bg074240 PoaAnPa1Bg074250
PoaAnPa1Bg074360 PoaAnPa1Bg074370
PoaAnPa1Bg074420 PoaAnPa1Bg074520
PoaAnPa1Bg074660 PoaAnPa1Bg074580
PoaAnPa1Bg074660 PoaAnPa1Bg074690
PoaAnPa1Bg074580 PoaAnPa1Bg074690
PoaAnPa1Bg074640 PoaAnPa1Bg074670
PoaAnPa1Bg074590 PoaAnPa1Bg074600
PoaAnPa1Bg074850 PoaAnPa1Bg074800
PoaAnPa1Bg075050 PoaAnPa1Bg075060
PoaAnPa1Bg075110 PoaAnPa1Bg075120
PoaAnPa1Bg075110 PoaAnPa1Bg075190
PoaAnPa1Bg075120 PoaAnPa1Bg075190
PoaAnPa1Bg075250 PoaAnPa1Bg075260
PoaAnPa1Bg075250 PoaAnPa1Bg075270
PoaAnPa1Bg075260 PoaAnPa1Bg075290
PoaAnPa1Bg075270 PoaAnPa1Bg075280
PoaAnPa1Bg075270 PoaAnPa1Bg075290
PoaAnPa1Bg075280 PoaAnPa1Bg075290
PoaAnPa1Bg075410 PoaAnPa1Bg075390
PoaAnPa1Bg075410 PoaAnPa1Bg075400
PoaAnPa1Bg075390 PoaAnPa1Bg075400
PoaAnPa1Bg075600 PoaAnPa1Bg075520
PoaAnPa1Bg075910 PoaAnPa1Bg075920
PoaAnPa1Bg075910 PoaAnPa1Bg075940
PoaAnPa1Bg075920 PoaAnPa1Bg075940
PoaAnPa1Bg075950 PoaAnPa1Bg075990
PoaAnPa1Bg076070 PoaAnPa1Bg076120
PoaAnPa1Bg076100 PoaAnPa1Bg076090
PoaAnPa1Bg076140 PoaAnPa1Bg076230
PoaAnPa1Bg076610 PoaAnPa1Bg076640
PoaAnPa1Bg076610 PoaAnPa1Bg076650
PoaAnPa1Bg076640 PoaAnPa1Bg076650
PoaAnPa1Bg076890 PoaAnPa1Bg076900
PoaAnPa1Bg077200 PoaAnPa1Bg077150
PoaAnPa1Bg077300 PoaAnPa1Bg077280
PoaAnPa1Bg077310 PoaAnPa1Bg077270
PoaAnPa1Bg077310 PoaAnPa1Bg077280
PoaAnPa1Bg077270 PoaAnPa1Bg077280
PoaAnPa1Bg077270 PoaAnPa1Bg077380
PoaAnPa1Bg077280 PoaAnPa1Bg077380
PoaAnPa1Bg077330 PoaAnPa1Bg077350
PoaAnPa1Bg077360 PoaAnPa1Bg077370
PoaAnPa1Bg077620 PoaAnPa1Bg077590
PoaAnPa1Bg077620 PoaAnPa1Bg077610
PoaAnPa1Bg077590 PoaAnPa1Bg077610
PoaAnPa1Bg077590 PoaAnPa1Bg077570
PoaAnPa1Bg077610 PoaAnPa1Bg077570
PoaAnPa1Bg077610 PoaAnPa1Bg077600
PoaAnPa1Bg077570 PoaAnPa1Bg077600
PoaAnPa1Bg077640 PoaAnPa1Bg077650
PoaAnPa1Bg077640 PoaAnPa1Bg077660
PoaAnPa1Bg077650 PoaAnPa1Bg077660
PoaAnPa1Bg077900 PoaAnPa1Bg077980
PoaAnPa1Bg078100 PoaAnPa1Bg078110
PoaAnPa1Bg078090 PoaAnPa1Bg078060
PoaAnPa1Bg078190 PoaAnPa1Bg078160
PoaAnPa1Bg078190 PoaAnPa1Bg078200
PoaAnPa1Bg078160 PoaAnPa1Bg078200
PoaAnPa1Bg078480 PoaAnPa1Bg078450
PoaAnPa1Bg078620 PoaAnPa1Bg078540
PoaAnPa1Bg078620 PoaAnPa1Bg078510
PoaAnPa1Bg078540 PoaAnPa1Bg078510
PoaAnPa1Bg078540 PoaAnPa1Bg078580
PoaAnPa1Bg078510 PoaAnPa1Bg078580
PoaAnPa1Bg078700 PoaAnPa1Bg078680
PoaAnPa1Bg078820 PoaAnPa1Bg078730
PoaAnPa1Bg078730 PoaAnPa1Bg078740
PoaAnPa1Bg078870 PoaAnPa1Bg078880
PoaAnPa1Bg078880 PoaAnPa1Bg078960
PoaAnPa1Bg078970 PoaAnPa1Bg079030
PoaAnPa1Bg079030 PoaAnPa1Bg079070
PoaAnPa1Bg079070 PoaAnPa1Bg079110
PoaAnPa1Bg079290 PoaAnPa1Bg079260
PoaAnPa1Bg079340 PoaAnPa1Bg079360
PoaAnPa1Bg079840 PoaAnPa1Bg079820
PoaAnPa1Bg079810 PoaAnPa1Bg079900
PoaAnPa1Bg079820 PoaAnPa1Bg079900
PoaAnPa1Bg079900 PoaAnPa1Bg079910
PoaAnPa1Bg079890 PoaAnPa1Bg080000
PoaAnPa1Bg080080 PoaAnPa1Bg080010
PoaAnPa1Bg080390 PoaAnPa1Bg080350
PoaAnPa1Bg080480 PoaAnPa1Bg080470
PoaAnPa1Bg080480 PoaAnPa1Bg080550
PoaAnPa1Bg080610 PoaAnPa1Bg080720
PoaAnPa1Bg080640 PoaAnPa1Bg080740
PoaAnPa1Bg080640 PoaAnPa1Bg080750
PoaAnPa1Bg080740 PoaAnPa1Bg080750
PoaAnPa1Bg080830 PoaAnPa1Bg080820
PoaAnPa1Bg080930 PoaAnPa1Bg080990
PoaAnPa1Bg080930 PoaAnPa1Bg081030
PoaAnPa1Bg080990 PoaAnPa1Bg081030
PoaAnPa1Bg080990 PoaAnPa1Bg081050
PoaAnPa1Bg081030 PoaAnPa1Bg081050
PoaAnPa1Bg081030 PoaAnPa1Bg081010
PoaAnPa1Bg081050 PoaAnPa1Bg081010
PoaAnPa1Bg081010 PoaAnPa1Bg081020
PoaAnPa1Bg081170 PoaAnPa1Bg081180
PoaAnPa1Bg081170 PoaAnPa1Bg081190
PoaAnPa1Bg081180 PoaAnPa1Bg081190
PoaAnPa1Bg081180 PoaAnPa1Bg081240
PoaAnPa1Bg081190 PoaAnPa1Bg081240
PoaAnPa1Bg081190 PoaAnPa1Bg081230
PoaAnPa1Bg081240 PoaAnPa1Bg081230
PoaAnPa1Bg081430 PoaAnPa1Bg081410
PoaAnPa1Bg081430 PoaAnPa1Bg081490
PoaAnPa1Bg081410 PoaAnPa1Bg081490
PoaAnPa1Bg081470 PoaAnPa1Bg081480
PoaAnPa1Bg081580 PoaAnPa1Bg081590
PoaAnPa1Bg081580 PoaAnPa1Bg081600
PoaAnPa1Bg081590 PoaAnPa1Bg081600
PoaAnPa1Bg081650 PoaAnPa1Bg081660
PoaAnPa1Bg081650 PoaAnPa1Bg081670
PoaAnPa1Bg081660 PoaAnPa1Bg081670
PoaAnPa1Bg081660 PoaAnPa1Bg081680
PoaAnPa1Bg081670 PoaAnPa1Bg081680
PoaAnPa1Bg081730 PoaAnPa1Bg081820
PoaAnPa1Bg081780 PoaAnPa1Bg081790
PoaAnPa1Bg081860 PoaAnPa1Bg081840
PoaAnPa1Bg082670 PoaAnPa1Bg082680
PoaAnPa1Bg083210 PoaAnPa1Bg083160
PoaAnPa1Bg083290 PoaAnPa1Bg083320
PoaAnPa1Bg083320 PoaAnPa1Bg083350
PoaAnPa1Bg083420 PoaAnPa1Bg083540
PoaAnPa1Bg083700 PoaAnPa1Bg083750
PoaAnPa1Bg084030 PoaAnPa1Bg084050
PoaAnPa1Bg084670 PoaAnPa1Bg084740
PoaAnPa1Bg084740 PoaAnPa1Bg084750
PoaAnPa1Bg084770 PoaAnPa1Bg084890
PoaAnPa1Bg084770 PoaAnPa1Bg084900
PoaAnPa1Bg084890 PoaAnPa1Bg084900
PoaAnPa1Bg084890 PoaAnPa1Bg084910
PoaAnPa1Bg084900 PoaAnPa1Bg084910
PoaAnPa1Bg084780 PoaAnPa1Bg084810
PoaAnPa1Bg085140 PoaAnPa1Bg085200
PoaAnPa1Bg085270 PoaAnPa1Bg085340
PoaAnPa1Bg085370 PoaAnPa1Bg085410
PoaAnPa1Bg085770 PoaAnPa1Bg085730
PoaAnPa1Bg086420 PoaAnPa1Bg086430
PoaAnPa1Bg086420 PoaAnPa1Bg086490
PoaAnPa1Bg086430 PoaAnPa1Bg086490
PoaAnPa1Bg086570 PoaAnPa1Bg086580
PoaAnPa1Bg086730 PoaAnPa1Bg086740
PoaAnPa1Bg086810 PoaAnPa1Bg086850
PoaAnPa1Bg086910 PoaAnPa1Bg086920
PoaAnPa1Bg087010 PoaAnPa1Bg086990
PoaAnPa1Bg086990 PoaAnPa1Bg087070
PoaAnPa1Bg086960 PoaAnPa1Bg087050
PoaAnPa1Bg087070 PoaAnPa1Bg087080
PoaAnPa1Bg087360 PoaAnPa1Bg087350
PoaAnPa1Bg088040 PoaAnPa1Bg088050
PoaAnPa1Bg088410 PoaAnPa1Bg088420
PoaAnPa1Bg088580 PoaAnPa1Bg088560
PoaAnPa1Bg088640 PoaAnPa1Bg088700
PoaAnPa1Bg088640 PoaAnPa1Bg088710
PoaAnPa1Bg088700 PoaAnPa1Bg088710
PoaAnPa1Bg088700 PoaAnPa1Bg088720
PoaAnPa1Bg088710 PoaAnPa1Bg088720
PoaAnPa1Bg088960 PoaAnPa1Bg088970
PoaAnPa1Bg089070 PoaAnPa1Bg089040
PoaAnPa1Bg089070 PoaAnPa1Bg089080
PoaAnPa1Bg089040 PoaAnPa1Bg089080
PoaAnPa1Bg089040 PoaAnPa1Bg089050
PoaAnPa1Bg089080 PoaAnPa1Bg089050
PoaAnPa1Bg089080 PoaAnPa1Bg089090
PoaAnPa1Bg089050 PoaAnPa1Bg089090
PoaAnPa1Bg089050 PoaAnPa1Bg089120
PoaAnPa1Bg089090 PoaAnPa1Bg089120
PoaAnPa1Bg089120 PoaAnPa1Bg089170
PoaAnPa1Bg089170 PoaAnPa1Bg089160
PoaAnPa1Bg089190 PoaAnPa1Bg089200
PoaAnPa1Bg089200 PoaAnPa1Bg089210
PoaAnPa1Bg089200 PoaAnPa1Bg089220
PoaAnPa1Bg089210 PoaAnPa1Bg089220
PoaAnPa1Bg089320 PoaAnPa1Bg089330
PoaAnPa1Bg089450 PoaAnPa1Bg089460
PoaAnPa1Bg089560 PoaAnPa1Bg089570
PoaAnPa1Bg089690 PoaAnPa1Bg089770
PoaAnPa1Bg090350 PoaAnPa1Bg090360
PoaAnPa1Bg090490 PoaAnPa1Bg090500
PoaAnPa1Bg090630 PoaAnPa1Bg090640
PoaAnPa1Bg091550 PoaAnPa1Bg091600
PoaAnPa1Bg092000 PoaAnPa1Bg092010
PoaAnPa1Bg092020 PoaAnPa1Bg092030
PoaAnPa1Bg092640 PoaAnPa1Bg092650
PoaAnPa1Bg093480 PoaAnPa1Bg093490
PoaAnPa1Bg093540 PoaAnPa1Bg093550
PoaAnPa1Bg093660 PoaAnPa1Bg093670
PoaAnPa1Bg093660 PoaAnPa1Bg093690
PoaAnPa1Bg093670 PoaAnPa1Bg093690
PoaAnPa1Bg093900 PoaAnPa1Bg093930
PoaAnPa1Bg094340 PoaAnPa1Bg094360
PoaAnPa1Bg094370 PoaAnPa1Bg094420
PoaAnPa1Bg095130 PoaAnPa1Bg095150
